time,hip_axle_height,base_link_height,height_rate,x,x_ref,x_error,x_dot,pitch,pitch_rate,theta_eq_nominal,theta_eq_adaptive,theta_error,experiment_mode,injected_com_y_bias,theta_eq_true,com_y_true,com_y_used,nominal_com_z,delta_y_true,delta_y_applied,delta_y_obs,filtered_delta_y_obs,delta_y_hat,delta_y_step,filtered_x_error,filtered_x_dot,correction_error,observation_valid,gate_open,adapt_enabled,adapt_update_paused,window_progress,window_position_range,cooldown_remaining,u_raw,u_model,tau_each
0.077,0.36,0.5,0,-0,0,-0,0.0236666,-0.0150006,-0.433038,0.0592381,0.0616672,-0.0766678,1,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,-0.001,0.0304797,0.0304797,0,0,-0,0.0236666,0,1,0,0,0,0,0,0,-36.9188,-20,10
0.081,0.36,0.5,0,0.000150308,0,0.000150308,0.0239266,-0.0236908,-0.514568,0.0592381,0.0616672,-0.085358,1,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,-0.001,0.0340456,0.0305081,0,0,1.19767e-06,0.0236687,0,1,0,0,0,0,0,0,-42.8852,-20,10
0.086,0.36,0.5,0,0.000150308,0,0.000150308,0.0239266,-0.0236908,-0.514568,0.0592381,0.0616672,-0.085358,1,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,-0.001,0.0340456,0.0305433,0,0,2.68134e-06,0.0236712,0,1,0,0,0,0,0,0,-42.8852,-20,10
0.09,0.36,0.5,0,-0.00126304,0,-0.00126304,-0.00176192,-0.0236908,-0.514568,0.0592381,0.0616672,-0.085358,1,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,-0.001,0.0340456,0.0305712,0,0,-7.40404e-06,0.0234686,0,1,0,0,0,0,0,0,-44.0991,-20,10
0.095,0.36,0.5,0,-0.00515548,0,-0.00515548,-0.0501897,-0.031128,-0.540193,0.0592381,0.0616672,-0.0927952,1,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,-0.001,0.0370984,0.0306362,0,0,-5.86282e-05,0.0227357,0,1,0,0,0,0,0,0,-49.2415,-20,10
0.1,0.36,0.5,0,-0.0113442,0,-0.0113442,-0.118449,-0.031128,-0.540193,0.0592381,0.0616672,-0.0927952,1,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,-0.001,0.0370984,0.0307005,0,0,-0.000170922,0.0213309,0,1,0,0,0,0,0,0,-52.482,-20,10
0.105,0.36,0.5,0,-0.0196601,0,-0.0196601,-0.203909,-0.0366425,-0.527462,0.0592381,0.0616672,-0.0983097,1,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,-0.001,0.0393629,0.0307867,0,0,-0.000364842,0.0190897,0,1,0,0,0,0,0,0,-57.0208,-20,10
0.11,0.36,0.5,0,-0.0298021,0,-0.0298021,-0.298713,-0.0366425,-0.527462,0.0592381,0.0616672,-0.0983097,1,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,-0.001,0.0393629,0.030872,0,0,-0.000657748,0.0159275,0,1,0,0,0,0,0,0,-61.531,-20,10
0.114,0.36,0.5,0,-0.0403021,0,-0.0403021,-0.388778,-0.0409065,-0.506686,0.0592381,0.0616672,-0.102574,1,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,-0.001,0.0411146,0.0309536,0,0,-0.000973638,0.0127028,0,1,0,0,0,0,0,0,-65.6284,-20,10
0.119,0.36,0.5,0,-0.0508021,0,-0.0508021,-0.474339,-0.0409065,-0.506686,0.0592381,0.0616672,-0.102574,1,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,-0.001,0.0411146,0.0310547,0,0,-0.00146944,0.00785661,0,1,0,0,0,0,0,0,-69.7072,-20,10
