time,height,height_rate,x,x_ref,x_error,x_dot,pitch,pitch_rate,theta_eq_nominal,theta_eq_adaptive,theta_error,nominal_com_y,nominal_com_z,delta_y_obs,filtered_delta_y_obs,delta_y_hat,delta_y_step,filtered_x_error,filtered_x_dot,correction_error,observation_valid,gate_open,adapt_enabled,adapt_update_paused,window_progress,window_position_range,cooldown_remaining,u_raw,u_model,tau_each
139.954,0.5,0,0.0194354,0,0.0194354,4.62061e-11,0.0616989,1.32362e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.99135e-11,0,1,0,1,0,0,0,4.674,0.101609,0.101609,-0.0508044
139.959,0.5,0,0.0194354,0,0.0194354,4.61716e-11,0.0616989,1.32362e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.98762e-11,0,1,0,1,0,0,0,4.669,0.101609,0.101609,-0.0508044
139.964,0.5,0,0.0194354,0,0.0194354,4.61372e-11,0.0616989,1.31555e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.9839e-11,0,1,0,1,0,0,0,4.664,0.101609,0.101609,-0.0508044
139.969,0.5,0,0.0194354,0,0.0194354,4.61028e-11,0.0616989,1.31555e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.98019e-11,0,1,0,1,0,0,0,4.659,0.101609,0.101609,-0.0508044
139.974,0.5,0,0.0194354,0,0.0194354,4.60684e-11,0.0616989,1.31123e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.97647e-11,0,1,0,1,0,0,0,4.654,0.101609,0.101609,-0.0508044
139.979,0.5,0,0.0194354,0,0.0194354,4.60339e-11,0.0616989,1.31123e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.97276e-11,0,1,0,1,0,0,0,4.649,0.101609,0.101609,-0.0508044
139.984,0.5,0,0.0194354,0,0.0194354,4.59995e-11,0.0616989,1.31129e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.96905e-11,0,1,0,1,0,0,0,4.644,0.101609,0.101609,-0.0508044
139.989,0.5,0,0.0194354,0,0.0194354,4.59651e-11,0.0616989,1.31129e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.96534e-11,0,1,0,1,0,0,0,4.639,0.101609,0.101609,-0.0508044
139.994,0.5,0,0.0194354,0,0.0194354,4.59307e-11,0.0616989,1.31435e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.96164e-11,0,1,0,1,0,0,0,4.634,0.101609,0.101609,-0.0508044
139.999,0.5,0,0.0194354,0,0.0194354,4.58963e-11,0.0616989,1.31435e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.95867e-11,0,1,0,1,0,0,0,4.63,0.101609,0.101609,-0.0508044
140.003,0.5,0,0.0194354,0,0.0194354,4.58619e-11,0.0616989,1.31853e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.95497e-11,0,1,0,1,0,0,0,4.625,0.101609,0.101609,-0.0508044
140.008,0.5,0,0.0194354,0,0.0194354,4.58275e-11,0.0616989,1.31853e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.95126e-11,0,1,0,1,0,0,0,4.62,0.101609,0.101609,-0.0508044
140.013,0.5,0,0.0194354,0,0.0194354,4.57932e-11,0.0616989,1.32192e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.94756e-11,0,1,0,1,0,0,0,4.615,0.101609,0.101609,-0.0508044
140.018,0.5,0,0.0194354,0,0.0194354,4.57589e-11,0.0616989,1.32192e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.94386e-11,0,1,0,1,0,0,0,4.61,0.101609,0.101609,-0.0508044
140.023,0.5,0,0.0194354,0,0.0194354,4.57246e-11,0.0616989,1.32162e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.94017e-11,0,1,0,1,0,0,0,4.605,0.101609,0.101609,-0.0508044
140.028,0.5,0,0.0194354,0,0.0194354,4.56905e-11,0.0616989,1.32162e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.93648e-11,0,1,0,1,0,0,0,4.6,0.101609,0.101609,-0.0508044
140.033,0.5,0,0.0194354,0,0.0194354,4.56564e-11,0.0616989,1.31594e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.93279e-11,0,1,0,1,0,0,0,4.595,0.101609,0.101609,-0.0508044
140.038,0.5,0,0.0194354,0,0.0194354,4.56223e-11,0.0616989,1.31594e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.9291e-11,0,1,0,1,0,0,0,4.59,0.101609,0.101609,-0.0508044
140.043,0.5,0,0.0194354,0,0.0194354,4.55883e-11,0.0616989,1.30775e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.92541e-11,0,1,0,1,0,0,0,4.585,0.101609,0.101609,-0.0508044
140.048,0.5,0,0.0194354,0,0.0194354,4.55543e-11,0.0616989,1.30775e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.92173e-11,0,1,0,1,0,0,0,4.58,0.101609,0.101609,-0.0508044
140.053,0.5,0,0.0194354,0,0.0194354,4.55203e-11,0.0616989,1.29959e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.91805e-11,0,1,0,1,0,0,0,4.575,0.101609,0.101609,-0.0508044
140.057,0.5,0,0.0194354,0,0.0194354,4.54863e-11,0.0616989,1.29959e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.91511e-11,0,1,0,1,0,0,0,4.571,0.101609,0.101609,-0.0508044
140.062,0.5,0,0.0194354,0,0.0194354,4.54524e-11,0.0616989,1.2946e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.91143e-11,0,1,0,1,0,0,0,4.566,0.101609,0.101609,-0.0508044
140.067,0.5,0,0.0194354,0,0.0194354,4.54184e-11,0.0616989,1.2946e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.90775e-11,0,1,0,1,0,0,0,4.561,0.101609,0.101609,-0.0508044
140.072,0.5,0,0.0194354,0,0.0194354,4.53845e-11,0.0616989,1.29443e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.90408e-11,0,1,0,1,0,0,0,4.556,0.101609,0.101609,-0.0508044
140.077,0.5,0,0.0194354,0,0.0194354,4.53505e-11,0.0616989,1.29443e-13,0.0617867,0.0617867,-8.78649e-05,-0.0253744,0.410154,3.61759e-05,3.61759e-05,0,0,0.0194354,4.90041e-11,0,1,0,1,0,0,0,4.551,0.101609,0.101609,-0.0508044
