time,height,height_rate,x,x_ref,x_error,x_dot,pitch,pitch_rate,theta_eq_nominal,theta_eq_adaptive,theta_error,nominal_com_y,nominal_com_z,delta_y_obs,filtered_delta_y_obs,delta_y_hat,delta_y_step,filtered_x_error,filtered_x_dot,correction_error,observation_valid,gate_open,adapt_enabled,adapt_update_paused,window_progress,window_position_range,cooldown_remaining,u_raw,u_model,tau_each
31.46,0.5,0,0.016043,0,0.016043,0.000514677,0.0616891,1.52417e-06,0.0617867,0.0617867,-9.75922e-05,-0.0253744,0.410154,4.01808e-05,4.05016e-05,0,0,0.0157713,0.000555915,0,1,1,1,0,0.0945,0.000435601,0,0.102951,0.102951,-0.0514754
31.465,0.5,0,0.0160455,0,0.0160455,0.000514299,0.0616892,1.46982e-06,0.0617867,0.0617867,-9.7579e-05,-0.0253744,0.410154,4.01754e-05,4.04983e-05,0,0,0.0157741,0.0005555,0,1,1,1,0,0.095125,0.00043833,0,0.102948,0.102948,-0.0514742
31.47,0.5,0,0.0160481,0,0.0160481,0.000513922,0.0616892,1.46982e-06,0.0617867,0.0617867,-9.7579e-05,-0.0253744,0.410154,4.01754e-05,4.04951e-05,0,0,0.0157768,0.000555087,0,1,1,1,0,0.09575,0.000441057,0,0.102946,0.102946,-0.0514732
31.474,0.5,0,0.0160506,0,0.0160506,0.000513545,0.0616892,1.41262e-06,0.0617867,0.0617867,-9.75671e-05,-0.0253744,0.410154,4.01705e-05,4.04925e-05,0,0,0.015779,0.000554756,0,1,1,1,0,0.09625,0.000443238,0,0.102944,0.102944,-0.0514719
31.479,0.5,0,0.0160531,0,0.0160531,0.000513168,0.0616892,1.41262e-06,0.0617867,0.0617867,-9.75671e-05,-0.0253744,0.410154,4.01705e-05,4.04893e-05,0,0,0.0157817,0.000554342,0,1,1,1,0,0.096875,0.000445967,0,0.102942,0.102942,-0.0514709
31.484,0.5,0,0.0160557,0,0.0160557,0.00051279,0.0616892,1.37244e-06,0.0617867,0.0617867,-9.75553e-05,-0.0253744,0.410154,4.01656e-05,4.04861e-05,0,0,0.0157844,0.000553928,0,1,1,1,0,0.0975,0.000448693,0,0.10294,0.10294,-0.05147
31.489,0.5,0,0.0160582,0,0.0160582,0.000512411,0.0616892,1.37244e-06,0.0617867,0.0617867,-9.75553e-05,-0.0253744,0.410154,4.01656e-05,4.04829e-05,0,0,0.0157871,0.000553515,0,1,1,1,0,0.098125,0.000451417,0,0.102938,0.102938,-0.0514689
31.494,0.5,0,0.0160607,0,0.0160607,0.00051203,0.0616892,1.36266e-06,0.0617867,0.0617867,-9.75426e-05,-0.0253744,0.410154,4.01604e-05,4.04797e-05,0,0,0.0157899,0.000553103,0,1,1,1,0,0.09875,0.000454139,0,0.102937,0.102937,-0.0514687
31.499,0.5,0,0.0160632,0,0.0160632,0.000511647,0.0616892,1.36266e-06,0.0617867,0.0617867,-9.75426e-05,-0.0253744,0.410154,4.01604e-05,4.04765e-05,0,0,0.0157926,0.00055269,0,1,1,1,0,0.099375,0.000456859,0,0.102935,0.102935,-0.0514675
31.504,0.5,0,0.0160658,0,0.0160658,0.000511262,0.0616892,1.38539e-06,0.0617867,0.0617867,-9.75285e-05,-0.0253744,0.410154,4.01546e-05,4.04733e-05,0,0,0.0157953,0.000552278,0,1,1,1,0,0.1,0.000459578,0,0.102937,0.102937,-0.0514683
31.509,0.5,0,0.0160683,0,0.0160683,0.000510876,0.0616892,1.38539e-06,0.0617867,0.0617867,-9.75285e-05,-0.0253744,0.410154,4.01546e-05,4.04702e-05,0,0,0.015798,0.000551866,0,1,1,1,0,0.100625,0.000462294,0,0.102934,0.102934,-0.051467
31.514,0.5,0,0.0160708,0,0.0160708,0.000510488,0.0616892,1.43095e-06,0.0617867,0.0617867,-9.75127e-05,-0.0253744,0.410154,4.01481e-05,4.0467e-05,0,0,0.0158007,0.000551454,0,1,1,1,0,0.10125,0.000465008,0,0.102937,0.102937,-0.0514684
31.519,0.5,0,0.0160733,0,0.0160733,0.000510099,0.0616892,1.43095e-06,0.0617867,0.0617867,-9.75127e-05,-0.0253744,0.410154,4.01481e-05,4.04638e-05,0,0,0.0158034,0.000551043,0,1,1,1,0,0.101875,0.00046772,0,0.102934,0.102934,-0.051467
31.524,0.5,0,0.0160758,0,0.0160758,0.000509711,0.0616892,1.48165e-06,0.0617867,0.0617867,-9.74958e-05,-0.0253744,0.410154,4.01411e-05,4.04606e-05,0,0,0.0158062,0.000550631,0,1,1,1,0,0.1025,0.000470431,0,0.102937,0.102937,-0.0514687
31.529,0.5,0,0.0160783,0,0.0160783,0.000509323,0.0616892,1.48165e-06,0.0617867,0.0617867,-9.74958e-05,-0.0253744,0.410154,4.01411e-05,4.04574e-05,0,0,0.0158089,0.00055022,0,1,1,1,0,0.103125,0.000473139,0,0.102935,0.102935,-0.0514673
31.533,0.5,0,0.0160808,0,0.0160808,0.000508936,0.0616893,1.51832e-06,0.0617867,0.0617867,-9.74787e-05,-0.0253744,0.410154,4.01341e-05,4.04548e-05,0,0,0.015811,0.000549891,0,1,1,1,0,0.103625,0.000475306,0,0.102937,0.102937,-0.0514687
31.538,0.5,0,0.0160834,0,0.0160834,0.000508551,0.0616893,1.51832e-06,0.0617867,0.0617867,-9.74787e-05,-0.0253744,0.410154,4.01341e-05,4.04516e-05,0,0,0.0158137,0.00054948,0,1,1,1,0,0.10425,0.000478016,0,0.102935,0.102935,-0.0514673
31.543,0.5,0,0.0160859,0,0.0160859,0.000508168,0.0616893,1.52724e-06,0.0617867,0.0617867,-9.74624e-05,-0.0253744,0.410154,4.01274e-05,4.04484e-05,0,0,0.0158164,0.000549069,0,1,1,1,0,0.104875,0.000480723,0,0.102936,0.102936,-0.051468
31.548,0.5,0,0.0160884,0,0.0160884,0.000507788,0.0616893,1.52724e-06,0.0617867,0.0617867,-9.74624e-05,-0.0253744,0.410154,4.01274e-05,4.04452e-05,0,0,0.0158192,0.000548658,0,1,1,1,0,0.1055,0.000483429,0,0.102934,0.102934,-0.0514668
31.553,0.5,0,0.0160909,0,0.0160909,0.00050741,0.0616893,1.50501e-06,0.0617867,0.0617867,-9.74475e-05,-0.0253744,0.410154,4.01212e-05,4.0442e-05,0,0,0.0158219,0.000548248,0,1,1,1,0,0.106125,0.000486132,0,0.102933,0.102933,-0.0514666
31.558,0.5,0,0.0160934,0,0.0160934,0.000507034,0.0616893,1.50501e-06,0.0617867,0.0617867,-9.74475e-05,-0.0253744,0.410154,4.01212e-05,4.04388e-05,0,0,0.0158246,0.000547838,0,1,1,1,0,0.10675,0.000488834,0,0.102931,0.102931,-0.0514654
31.563,0.5,0,0.0160959,0,0.0160959,0.00050666,0.0616893,1.4595e-06,0.0617867,0.0617867,-9.74341e-05,-0.0253744,0.410154,4.01157e-05,4.04356e-05,0,0,0.0158273,0.000547428,0,1,1,1,0,0.107375,0.000491534,0,0.102929,0.102929,-0.0514646
31.568,0.5,0,0.0160984,0,0.0160984,0.000506288,0.0616893,1.4595e-06,0.0617867,0.0617867,-9.74341e-05,-0.0253744,0.410154,4.01157e-05,4.04324e-05,0,0,0.01583,0.000547019,0,1,1,1,0,0.108,0.000494231,0,0.102927,0.102927,-0.0514635
31.573,0.5,0,0.0161009,0,0.0161009,0.000505916,0.0616893,1.40683e-06,0.0617867,0.0617867,-9.74219e-05,-0.0253744,0.410154,4.01107e-05,4.04292e-05,0,0,0.0158326,0.00054661,0,1,1,1,0,0.108625,0.000496927,0,0.102925,0.102925,-0.0514624
31.578,0.5,0,0.0161033,0,0.0161033,0.000505544,0.0616893,1.40683e-06,0.0617867,0.0617867,-9.74219e-05,-0.0253744,0.410154,4.01107e-05,4.0426e-05,0,0,0.0158353,0.000546201,0,1,1,1,0,0.10925,0.00049962,0,0.102923,0.102923,-0.0514613
31.583,0.5,0,0.0161058,0,0.0161058,0.000505172,0.0616893,1.36535e-06,0.0617867,0.0617867,-9.74101e-05,-0.0253744,0.410154,4.01059e-05,4.04228e-05,0,0,0.015838,0.000545793,0,1,1,1,0,0.109875,0.000502312,0,0.102921,0.102921,-0.0514604
31.587,0.5,0,0.0161083,0,0.0161083,0.000504799,0.0616893,1.36535e-06,0.0617867,0.0617867,-9.74101e-05,-0.0253744,0.410154,4.01059e-05,4.04203e-05,0,0,0.0158402,0.000545466,0,1,1,1,0,0.110375,0.000504465,0,0.102919,0.102919,-0.0514593
31.592,0.5,0,0.0161108,0,0.0161108,0.000504425,0.0616893,1.34897e-06,0.0617867,0.0617867,-9.73978e-05,-0.0253744,0.410154,4.01008e-05,4.04171e-05,0,0,0.0158429,0.000545058,0,1,1,1,0,0.111,0.000507158,0,0.102918,0.102918,-0.0514591
31.597,0.5,0,0.0161133,0,0.0161133,0.000504049,0.0616893,1.34897e-06,0.0617867,0.0617867,-9.73978e-05,-0.0253744,0.410154,4.01008e-05,4.0414e-05,0,0,0.0158456,0.00054465,0,1,1,1,0,0.111625,0.000509849,0,0.102916,0.102916,-0.0514579
31.602,0.5,0,0.0161158,0,0.0161158,0.000503671,0.0616894,1.36224e-06,0.0617867,0.0617867,-9.73842e-05,-0.0253744,0.410154,4.00952e-05,4.04108e-05,0,0,0.0158483,0.000544242,0,1,1,1,0,0.11225,0.000512537,0,0.102917,0.102917,-0.0514584
31.607,0.5,0,0.0161183,0,0.0161183,0.000503291,0.0616894,1.36224e-06,0.0617867,0.0617867,-9.73842e-05,-0.0253744,0.410154,4.00952e-05,4.04077e-05,0,0,0.0158509,0.000543835,0,1,1,1,0,0.112875,0.000515224,0,0.102914,0.102914,-0.0514571
31.612,0.5,0,0.0161207,0,0.0161207,0.000502911,0.0616894,1.39894e-06,0.0617867,0.0617867,-9.73691e-05,-0.0253744,0.410154,4.0089e-05,4.04045e-05,0,0,0.0158536,0.000543427,0,1,1,1,0,0.1135,0.000517908,0,0.102917,0.102917,-0.0514583
31.617,0.5,0,0.0161232,0,0.0161232,0.000502529,0.0616894,1.39894e-06,0.0617867,0.0617867,-9.73691e-05,-0.0253744,0.410154,4.0089e-05,4.04014e-05,0,0,0.0158563,0.00054302,0,1,1,1,0,0.114125,0.000520591,0,0.102914,0.102914,-0.051457
31.622,0.5,0,0.0161257,0,0.0161257,0.000502147,0.0616894,1.44451e-06,0.0617867,0.0617867,-9.73529e-05,-0.0253744,0.410154,4.00823e-05,4.03982e-05,0,0,0.015859,0.000542614,0,1,1,1,0,0.11475,0.000523271,0,0.102917,0.102917,-0.0514585
31.627,0.5,0,0.0161282,0,0.0161282,0.000501765,0.0616894,1.44451e-06,0.0617867,0.0617867,-9.73529e-05,-0.0253744,0.410154,4.00823e-05,4.0395e-05,0,0,0.0158617,0.000542207,0,1,1,1,0,0.115375,0.00052595,0,0.102914,0.102914,-0.0514571
31.632,0.5,0,0.0161306,0,0.0161306,0.000501385,0.0616894,1.48152e-06,0.0617867,0.0617867,-9.73363e-05,-0.0253744,0.410154,4.00755e-05,4.03919e-05,0,0,0.0158643,0.000541801,0,1,1,1,0,0.116,0.000528626,0,0.102917,0.102917,-0.0514585
31.637,0.5,0,0.0161331,0,0.0161331,0.000501005,0.0616894,1.48152e-06,0.0617867,0.0617867,-9.73363e-05,-0.0253744,0.410154,4.00755e-05,4.03887e-05,0,0,0.015867,0.000541395,0,1,1,1,0,0.116625,0.0005313,0,0.102914,0.102914,-0.0514572
31.641,0.5,0,0.0161356,0,0.0161356,0.000500627,0.0616894,1.49599e-06,0.0617867,0.0617867,-9.73202e-05,-0.0253744,0.410154,4.00688e-05,4.03862e-05,0,0,0.0158692,0.00054107,0,1,1,1,0,0.117125,0.00053344,0,0.102916,0.102916,-0.051458
31.646,0.5,0,0.016138,0,0.016138,0.000500251,0.0616894,1.49599e-06,0.0617867,0.0617867,-9.73202e-05,-0.0253744,0.410154,4.00688e-05,4.0383e-05,0,0,0.0158718,0.000540664,0,1,1,1,0,0.11775,0.000536115,0,0.102913,0.102913,-0.0514567
31.651,0.5,0,0.0161405,0,0.0161405,0.000499878,0.0616894,1.48238e-06,0.0617867,0.0617867,-9.73052e-05,-0.0253744,0.410154,4.00627e-05,4.03798e-05,0,0,0.0158745,0.000540258,0,1,1,1,0,0.118375,0.000538789,0,0.102913,0.102913,-0.0514567
31.656,0.5,0,0.016143,0,0.016143,0.000499507,0.0616894,1.48238e-06,0.0617867,0.0617867,-9.73052e-05,-0.0253744,0.410154,4.00627e-05,4.03767e-05,0,0,0.0158772,0.000539853,0,1,1,1,0,0.119,0.00054146,0,0.102911,0.102911,-0.0514556
31.661,0.5,0,0.0161454,0,0.0161454,0.000499138,0.0616894,1.44538e-06,0.0617867,0.0617867,-9.72916e-05,-0.0253744,0.410154,4.00571e-05,4.03735e-05,0,0,0.0158799,0.000539448,0,1,1,1,0,0.119625,0.000544129,0,0.10291,0.10291,-0.051455
31.666,0.5,0,0.0161479,0,0.0161479,0.00049877,0.0616894,1.44538e-06,0.0617867,0.0617867,-9.72916e-05,-0.0253744,0.410154,4.00571e-05,4.03703e-05,0,0,0.0158825,0.000539043,0,1,1,1,0,0.12025,0.000546796,0,0.102908,0.102908,-0.0514539
31.671,0.5,0,0.0161504,0,0.0161504,0.000498403,0.0616895,1.39802e-06,0.0617867,0.0617867,-9.72792e-05,-0.0253744,0.410154,4.0052e-05,4.03672e-05,0,0,0.0158852,0.000538639,0,1,1,1,0,0.120875,0.000549461,0,0.102906,0.102906,-0.0514529
31.676,0.5,0,0.0161528,0,0.0161528,0.000498036,0.0616895,1.39802e-06,0.0617867,0.0617867,-9.72792e-05,-0.0253744,0.410154,4.0052e-05,4.0364e-05,0,0,0.0158878,0.000538235,0,1,1,1,0,0.1215,0.000552124,0,0.102904,0.102904,-0.0514519
31.681,0.5,0,0.0161553,0,0.0161553,0.00049767,0.0616895,1.3568e-06,0.0617867,0.0617867,-9.72674e-05,-0.0253744,0.410154,4.00471e-05,4.03609e-05,0,0,0.0158905,0.000537831,0,1,1,1,0,0.122125,0.000554785,0,0.102902,0.102902,-0.051451
31.686,0.5,0,0.0161577,0,0.0161577,0.000497303,0.0616895,1.3568e-06,0.0617867,0.0617867,-9.72674e-05,-0.0253744,0.410154,4.00471e-05,4.03578e-05,0,0,0.0158932,0.000537428,0,1,1,1,0,0.12275,0.000557444,0,0.1029,0.1029,-0.0514499
31.691,0.5,0,0.0161602,0,0.0161602,0.000496934,0.0616895,1.33563e-06,0.0617867,0.0617867,-9.72553e-05,-0.0253744,0.410154,4.00421e-05,4.03546e-05,0,0,0.0158958,0.000537025,0,1,1,1,0,0.123375,0.0005601,0,0.102899,0.102899,-0.0514495
31.695,0.5,0,0.0161626,0,0.0161626,0.000496565,0.0616895,1.33563e-06,0.0617867,0.0617867,-9.72553e-05,-0.0253744,0.410154,4.00421e-05,4.03521e-05,0,0,0.0158979,0.000536702,0,1,1,1,0,0.123875,0.000562226,0,0.102897,0.102897,-0.0514484
31.7,0.5,0,0.0161651,0,0.0161651,0.000496193,0.0616895,1.3409e-06,0.0617867,0.0617867,-9.72421e-05,-0.0253744,0.410154,4.00367e-05,4.0349e-05,0,0,0.0159006,0.000536299,0,1,1,1,0,0.1245,0.000564884,0,0.102897,0.102897,-0.0514487
31.705,0.5,0,0.0161651,0,0.0161651,0.000496193,0.0616895,1.3409e-06,0.0617867,0.0617867,-9.72421e-05,-0.0253744,0.410154,4.00367e-05,4.03459e-05,0,0,0.0159032,0.0005359,0,1,1,1,0,0.125125,0.000567515,0,0.102897,0.102897,-0.0514487
31.71,0.5,0,0.0161675,0,0.0161675,0.000495821,0.0616895,1.3409e-06,0.0617867,0.0617867,-9.72421e-05,-0.0253744,0.410154,4.00367e-05,4.03428e-05,0,0,0.0159059,0.000535502,0,1,1,1,0,0.12575,0.000570145,0,0.102895,0.102895,-0.0514475
31.715,0.5,0,0.0161699,0,0.0161699,0.000495447,0.0616895,1.36934e-06,0.0617867,0.0617867,-9.72277e-05,-0.0253744,0.410154,4.00308e-05,4.03397e-05,0,0,0.0159085,0.000535103,0,1,1,1,0,0.126375,0.000572772,0,0.102897,0.102897,-0.0514485
31.72,0.5,0,0.0161724,0,0.0161724,0.000495073,0.0616895,1.36934e-06,0.0617867,0.0617867,-9.72277e-05,-0.0253744,0.410154,4.00308e-05,4.03366e-05,0,0,0.0159111,0.000534705,0,1,1,1,0,0.127,0.000575398,0,0.102894,0.102894,-0.0514472
31.725,0.5,0,0.0161748,0,0.0161748,0.000494698,0.0616895,1.40766e-06,0.0617867,0.0617867,-9.72124e-05,-0.0253744,0.410154,4.00245e-05,4.03335e-05,0,0,0.0159137,0.000534307,0,1,1,1,0,0.127625,0.000578022,0,0.102897,0.102897,-0.0514485
31.73,0.5,0,0.0161773,0,0.0161773,0.000494322,0.0616895,1.40766e-06,0.0617867,0.0617867,-9.72124e-05,-0.0253744,0.410154,4.00245e-05,4.03304e-05,0,0,0.0159164,0.000533909,0,1,1,1,0,0.12825,0.000580644,0,0.102894,0.102894,-0.0514472
31.735,0.5,0,0.0161797,0,0.0161797,0.000493948,0.0616895,1.44255e-06,0.0617867,0.0617867,-9.71964e-05,-0.0253744,0.410154,4.00179e-05,4.03273e-05,0,0,0.015919,0.000533511,0,1,1,1,0,0.128875,0.000583264,0,0.102897,0.102897,-0.0514484
31.74,0.5,0,0.0161821,0,0.0161821,0.000493573,0.0616895,1.44255e-06,0.0617867,0.0617867,-9.71964e-05,-0.0253744,0.410154,4.00179e-05,4.03243e-05,0,0,0.0159216,0.000533114,0,1,1,1,0,0.1295,0.000585883,0,0.102894,0.102894,-0.0514471
31.745,0.5,0,0.0161846,0,0.0161846,0.000493201,0.0616896,1.46089e-06,0.0617867,0.0617867,-9.71806e-05,-0.0253744,0.410154,4.00114e-05,4.03211e-05,0,0,0.0159242,0.000532717,0,1,1,1,0,0.130125,0.000588499,0,0.102896,0.102896,-0.051448
31.749,0.5,0,0.016187,0,0.016187,0.00049283,0.0616896,1.46089e-06,0.0617867,0.0617867,-9.71806e-05,-0.0253744,0.410154,4.00114e-05,4.03187e-05,0,0,0.0159263,0.000532399,0,1,1,1,0,0.130625,0.000590593,0,0.102893,0.102893,-0.0514467
31.754,0.5,0,0.0161894,0,0.0161894,0.000492462,0.0616896,1.45564e-06,0.0617867,0.0617867,-9.71656e-05,-0.0253744,0.410154,4.00052e-05,4.03156e-05,0,0,0.0159289,0.000532001,0,1,1,1,0,0.13125,0.000593211,0,0.102894,0.102894,-0.051447
31.759,0.5,0,0.0161918,0,0.0161918,0.000492094,0.0616896,1.45564e-06,0.0617867,0.0617867,-9.71656e-05,-0.0253744,0.410154,4.00052e-05,4.03125e-05,0,0,0.0159315,0.000531604,0,1,1,1,0,0.131875,0.000595827,0,0.102892,0.102892,-0.0514458
31.764,0.5,0,0.0161943,0,0.0161943,0.000491729,0.0616896,1.42844e-06,0.0617867,0.0617867,-9.71519e-05,-0.0253744,0.410154,3.99995e-05,4.03094e-05,0,0,0.0159342,0.000531208,0,1,1,1,0,0.1325,0.000598441,0,0.102891,0.102891,-0.0514454
31.769,0.5,0,0.0161967,0,0.0161967,0.000491366,0.0616896,1.42844e-06,0.0617867,0.0617867,-9.71519e-05,-0.0253744,0.410154,3.99995e-05,4.03063e-05,0,0,0.0159368,0.000530811,0,1,1,1,0,0.133125,0.000601053,0,0.102889,0.102889,-0.0514444
31.774,0.5,0,0.0161991,0,0.0161991,0.000491003,0.0616896,1.3888e-06,0.0617867,0.0617867,-9.71392e-05,-0.0253744,0.410154,3.99943e-05,4.03032e-05,0,0,0.0159394,0.000530415,0,1,1,1,0,0.13375,0.000603663,0,0.102887,0.102887,-0.0514436
31.779,0.5,0,0.0162015,0,0.0162015,0.000490641,0.0616896,1.3888e-06,0.0617867,0.0617867,-9.71392e-05,-0.0253744,0.410154,3.99943e-05,4.03001e-05,0,0,0.015942,0.000530019,0,1,1,1,0,0.134375,0.000606272,0,0.102885,0.102885,-0.0514426
31.784,0.5,0,0.016204,0,0.016204,0.00049028,0.0616896,1.35051e-06,0.0617867,0.0617867,-9.71272e-05,-0.0253744,0.410154,3.99894e-05,4.0297e-05,0,0,0.0159446,0.000529624,0,1,1,1,0,0.135,0.000608878,0,0.102884,0.102884,-0.0514418
31.789,0.5,0,0.0162064,0,0.0162064,0.000489918,0.0616896,1.35051e-06,0.0617867,0.0617867,-9.71272e-05,-0.0253744,0.410154,3.99894e-05,4.02939e-05,0,0,0.0159472,0.000529229,0,1,1,1,0,0.135625,0.000611483,0,0.102881,0.102881,-0.0514407
31.794,0.5,0,0.0162088,0,0.0162088,0.000489555,0.0616896,1.32658e-06,0.0617867,0.0617867,-9.71152e-05,-0.0253744,0.410154,3.99844e-05,4.02909e-05,0,0,0.0159498,0.000528834,0,1,1,1,0,0.13625,0.000614086,0,0.102881,0.102881,-0.0514403
31.798,0.5,0,0.0162112,0,0.0162112,0.000489191,0.0616896,1.32658e-06,0.0617867,0.0617867,-9.71152e-05,-0.0253744,0.410154,3.99844e-05,4.02884e-05,0,0,0.0159519,0.000528518,0,1,1,1,0,0.13675,0.000616168,0,0.102878,0.102878,-0.0514391
31.803,0.5,0,0.0162136,0,0.0162136,0.000488827,0.0616896,1.32455e-06,0.0617867,0.0617867,-9.71024e-05,-0.0253744,0.410154,3.99792e-05,4.02853e-05,0,0,0.0159545,0.000528123,0,1,1,1,0,0.137375,0.000618772,0,0.102879,0.102879,-0.0514393
31.808,0.5,0,0.016216,0,0.016216,0.00048846,0.0616896,1.32455e-06,0.0617867,0.0617867,-9.71024e-05,-0.0253744,0.410154,3.99792e-05,4.02823e-05,0,0,0.0159571,0.000527729,0,1,1,1,0,0.138,0.000621375,0,0.102876,0.102876,-0.0514381
31.813,0.5,0,0.0162184,0,0.0162184,0.000488093,0.0616896,1.34391e-06,0.0617867,0.0617867,-9.70885e-05,-0.0253744,0.410154,3.99735e-05,4.02792e-05,0,0,0.0159597,0.000527334,0,1,1,1,0,0.138625,0.000623975,0,0.102878,0.102878,-0.0514388
31.818,0.5,0,0.0162208,0,0.0162208,0.000487725,0.0616896,1.34391e-06,0.0617867,0.0617867,-9.70885e-05,-0.0253744,0.410154,3.99735e-05,4.02762e-05,0,0,0.0159623,0.00052694,0,1,1,1,0,0.13925,0.000626573,0,0.102875,0.102875,-0.0514376
31.823,0.5,0,0.0162232,0,0.0162232,0.000487356,0.0616897,1.37644e-06,0.0617867,0.0617867,-9.70736e-05,-0.0253744,0.410154,3.99673e-05,4.02731e-05,0,0,0.0159649,0.000526546,0,1,1,1,0,0.139875,0.000629169,0,0.102877,0.102877,-0.0514387
31.828,0.5,0,0.0162256,0,0.0162256,0.000486987,0.0616897,1.37644e-06,0.0617867,0.0617867,-9.70736e-05,-0.0253744,0.410154,3.99673e-05,4.02701e-05,0,0,0.0159675,0.000526153,0,1,1,1,0,0.1405,0.000631764,0,0.102875,0.102875,-0.0514374
31.833,0.5,0,0.016228,0,0.016228,0.000486618,0.0616897,1.40936e-06,0.0617867,0.0617867,-9.70581e-05,-0.0253744,0.410154,3.99609e-05,4.0267e-05,0,0,0.0159701,0.000525759,0,1,1,1,0,0.141125,0.000634356,0,0.102877,0.102877,-0.0514386
31.838,0.5,0,0.0162304,0,0.0162304,0.000486249,0.0616897,1.40936e-06,0.0617867,0.0617867,-9.70581e-05,-0.0253744,0.410154,3.99609e-05,4.02639e-05,0,0,0.0159727,0.000525366,0,1,1,1,0,0.14175,0.000636946,0,0.102875,0.102875,-0.0514373
31.843,0.5,0,0.0162328,0,0.0162328,0.000485883,0.0616897,1.43e-06,0.0617867,0.0617867,-9.70426e-05,-0.0253744,0.410154,3.99546e-05,4.02615e-05,0,0,0.0159747,0.000525051,0,1,1,1,0,0.14225,0.000639019,0,0.102876,0.102876,-0.0514382
31.847,0.5,0,0.0162352,0,0.0162352,0.000485517,0.0616897,1.43e-06,0.0617867,0.0617867,-9.70426e-05,-0.0253744,0.410154,3.99546e-05,4.02584e-05,0,0,0.0159773,0.000524658,0,1,1,1,0,0.142875,0.000641611,0,0.102874,0.102874,-0.051437
31.852,0.5,0,0.0162376,0,0.0162376,0.000485153,0.0616897,1.43042e-06,0.0617867,0.0617867,-9.70278e-05,-0.0253744,0.410154,3.99484e-05,4.02553e-05,0,0,0.0159799,0.000524265,0,1,1,1,0,0.1435,0.000644201,0,0.102875,0.102875,-0.0514374
31.857,0.5,0,0.01624,0,0.01624,0.00048479,0.0616897,1.43042e-06,0.0617867,0.0617867,-9.70278e-05,-0.0253744,0.410154,3.99484e-05,4.02523e-05,0,0,0.0159825,0.000523872,0,1,1,1,0,0.144125,0.000646788,0,0.102872,0.102872,-0.0514362
31.862,0.5,0,0.0162424,0,0.0162424,0.00048443,0.0616897,1.41012e-06,0.0617867,0.0617867,-9.70139e-05,-0.0253744,0.410154,3.99427e-05,4.02492e-05,0,0,0.0159851,0.00052348,0,1,1,1,0,0.14475,0.000649374,0,0.102872,0.102872,-0.051436
31.867,0.5,0,0.0162448,0,0.0162448,0.000484071,0.0616897,1.41012e-06,0.0617867,0.0617867,-9.70139e-05,-0.0253744,0.410154,3.99427e-05,4.02462e-05,0,0,0.0159877,0.000523088,0,1,1,1,0,0.145375,0.000651958,0,0.10287,0.10287,-0.0514349
31.872,0.5,0,0.0162472,0,0.0162472,0.000483713,0.0616897,1.3761e-06,0.0617867,0.0617867,-9.70012e-05,-0.0253744,0.410154,3.99375e-05,4.02431e-05,0,0,0.0159903,0.000522696,0,1,1,1,0,0.146,0.00065454,0,0.102869,0.102869,-0.0514343
31.877,0.5,0,0.0162495,0,0.0162495,0.000483356,0.0616897,1.3761e-06,0.0617867,0.0617867,-9.70012e-05,-0.0253744,0.410154,3.99375e-05,4.024e-05,0,0,0.0159928,0.000522304,0,1,1,1,0,0.146625,0.00065712,0,0.102867,0.102867,-0.0514333
31.882,0.5,0,0.0162519,0,0.0162519,0.000482999,0.0616897,1.34013e-06,0.0617867,0.0617867,-9.69891e-05,-0.0253744,0.410154,3.99325e-05,4.0237e-05,0,0,0.0159954,0.000521913,0,1,1,1,0,0.14725,0.000659697,0,0.102865,0.102865,-0.0514326
31.887,0.5,0,0.0162543,0,0.0162543,0.000482643,0.0616897,1.34013e-06,0.0617867,0.0617867,-9.69891e-05,-0.0253744,0.410154,3.99325e-05,4.0234e-05,0,0,0.015998,0.000521523,0,1,1,1,0,0.147875,0.000662273,0,0.102863,0.102863,-0.0514315
31.891,0.5,0,0.0162567,0,0.0162567,0.000482286,0.0616898,1.31448e-06,0.0617867,0.0617867,-9.69771e-05,-0.0253744,0.410154,3.99276e-05,4.02315e-05,0,0,0.0160001,0.00052121,0,1,1,1,0,0.148375,0.000664334,0,0.102862,0.102862,-0.051431
31.896,0.5,0,0.0162591,0,0.0162591,0.000481928,0.0616898,1.31448e-06,0.0617867,0.0617867,-9.69771e-05,-0.0253744,0.410154,3.99276e-05,4.02285e-05,0,0,0.0160026,0.000520819,0,1,1,1,0,0.149,0.000666912,0,0.10286,0.10286,-0.0514299
31.901,0.5,0,0.0162614,0,0.0162614,0.000481569,0.0616898,1.30738e-06,0.0617867,0.0617867,-9.69647e-05,-0.0253744,0.410154,3.99225e-05,4.02254e-05,0,0,0.0160052,0.000520429,0,1,1,1,0,0.149625,0.000669487,0,0.10286,0.10286,-0.0514299
31.906,0.5,0,0.0162638,0,0.0162638,0.000481209,0.0616898,1.30738e-06,0.0617867,0.0617867,-9.69647e-05,-0.0253744,0.410154,3.99225e-05,4.02224e-05,0,0,0.0160078,0.000520038,0,1,1,1,0,0.15025,0.00067206,0,0.102858,0.102858,-0.0514288
