time,hip_axle_height,base_link_height,height_rate,x,x_ref,x_error,x_dot,pitch,pitch_rate,theta_eq_nominal,theta_eq_adaptive,theta_error,experiment_mode,injected_com_y_bias,theta_eq_true,com_y_true,com_y_used,nominal_com_z,delta_y_true,delta_y_applied,delta_y_obs,filtered_delta_y_obs,delta_y_hat,delta_y_step,filtered_x_error,filtered_x_dot,correction_error,observation_valid,gate_open,adapt_enabled,adapt_update_paused,window_progress,window_position_range,cooldown_remaining,u_raw,u_model,tau_each
0.091,0.36,0.5,0,-0,0,-0,0.0255064,-0.00499934,-0.0939957,0.06106,0.0616672,-0.0666666,1,0.00025,0.0616672,-0.0253264,-0.0250764,0.410174,-0.00025,-0.00025,0.027127,0.027127,0,0,-0,0.0255064,0,1,0,0,0,0,0,0,-17.3375,-17.3375,8.66877
0.096,0.36,0.5,0,0.000145771,0,0.000145771,0.0258097,-0.00499934,-0.0939957,0.06106,0.0616672,-0.0666666,1,0.00025,0.0616672,-0.0253264,-0.0250764,0.410174,-0.00025,-0.00025,0.027127,0.027127,0,0,1.45045e-06,0.0255094,0,1,0,0,0,0,0,0,-17.3224,-17.3224,8.66121
0.1,0.36,0.5,0,0.000145771,0,0.000145771,0.0258097,-0.00607395,-0.0476889,0.06106,0.0616672,-0.0677412,1,0.00025,0.0616672,-0.0253264,-0.0250764,0.410174,-0.00025,-0.00025,0.0275678,0.0271305,0,0,2.60041e-06,0.0255118,0,1,0,0,0,0,0,0,-15.1613,-15.1613,7.58064
0.105,0.36,0.5,0,-0.000219989,0,-0.000219989,0.0174674,-0.00607395,-0.0476889,0.06106,0.0616672,-0.0677412,1,0.00025,0.0616672,-0.0253264,-0.0250764,0.410174,-0.00025,-0.00025,0.0275678,0.0271349,0,0,3.85608e-07,0.0254318,0,1,0,0,0,0,0,0,-15.5549,-15.5549,7.77745
0.11,0.36,0.5,0,-0.000691655,0,-0.000691655,0.00715455,-0.00607395,-0.0476889,0.06106,0.0616672,-0.0677412,1,0.00025,0.0616672,-0.0253264,-0.0250764,0.410174,-0.00025,-0.00025,0.0275678,0.0271392,0,0,-6.50031e-06,0.0252499,0,1,0,0,0,0,0,0,-16.0416,-16.0416,8.02082
0.115,0.36,0.5,0,-0.00238943,0,-0.00238943,-0.0145246,0.0204912,0.389025,0.06106,0.0616672,-0.041176,1,0.00025,0.0616672,-0.0253264,-0.0250764,0.410174,-0.00025,-0.00025,0.0166703,0.027035,0,0,-3.02109e-05,0.0248541,0,1,0,0,0,0,0,0,10.8536,10.8536,-5.4268
0.12,0.36,0.5,0,-0.00528265,0,-0.00528265,-0.0471993,0.0204912,0.389025,0.06106,0.0616672,-0.041176,1,0.00025,0.0616672,-0.0253264,-0.0250764,0.410174,-0.00025,-0.00025,0.0166703,0.0269319,0,0,-8.24735e-05,0.0241372,0,1,0,0,0,0,0,0,9.30287,9.30287,-4.65143
0.124,0.36,0.5,0,-0.00852425,0,-0.00852425,-0.0761089,0.0337313,0.410612,0.06106,0.0616672,-0.0279359,1,0.00025,0.0616672,-0.0253264,-0.0250764,0.410174,-0.00025,-0.00025,0.0112354,0.0268068,0,0,-0.000149738,0.0233384,0,1,0,0,0,0,0,0,11.7577,11.7577,-5.87887
0.129,0.36,0.5,0,-0.0114483,0,-0.0114483,-0.0991994,0.0337313,0.410612,0.06106,0.0616672,-0.0279359,1,0.00025,0.0616672,-0.0253264,-0.0250764,0.410174,-0.00025,-0.00025,0.0112354,0.0266519,0,0,-0.000262161,0.0221191,0,1,0,0,0,0,0,0,10.6564,10.6564,-5.32822
0.134,0.36,0.5,0,-0.0129901,0,-0.0129901,-0.102844,0.0330092,0.299478,0.06106,0.0616672,-0.028658,1,0.00025,0.0616672,-0.0253264,-0.0250764,0.410174,-0.00025,-0.00025,0.0115319,0.0265014,0,0,-0.000388806,0.0208757,0,1,0,0,0,0,0,0,4.611,4.611,-2.3055
