time,hip_axle_height,base_link_height,height_rate,x,x_ref,x_error,x_dot,pitch,pitch_rate,theta_eq_nominal,theta_eq_adaptive,theta_error,experiment_mode,injected_com_y_bias,theta_eq_true,com_y_true,com_y_used,nominal_com_z,delta_y_true,delta_y_applied,delta_y_obs,filtered_delta_y_obs,delta_y_hat,delta_y_step,filtered_x_error,filtered_x_dot,correction_error,observation_valid,gate_open,adapt_enabled,adapt_update_paused,window_progress,window_position_range,cooldown_remaining,adapt_state,delta_y_target,delta_y_apply_rate,filtered_x_accel,observation_window_range,capture_progress,verify_progress,target_updated,u_raw,u_model,tau_each
0.011,0.36,0.5,0,-0,0,-0,1.56112e-28,-1.16659e-19,-7.89719e-18,0.0592381,0.0592381,-0.0592381,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0243264,0.0243264,0,0,-0,1.56112e-28,0,1,1,1,0,0.005,0,0,0,0,0,0,0,0.005,0,0,-12.1727,-12.1727,6.08636
0.015,0.36,0.5,0,-0,0,-0,1.56112e-28,-1.16659e-19,-7.89719e-18,0.0592381,0.0592381,-0.0592381,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0243264,0.0243264,0,0,0,1.56112e-28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-12.1727,-12.1727,6.08636
0.02,0.36,0.5,0,7.80561e-31,0,7.80561e-31,1.56112e-28,-1.16659e-19,-7.89719e-18,0.0592381,0.0592381,-0.0592381,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0243264,0.0243264,0,0,7.76671e-33,1.56112e-28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-12.1727,-12.1727,6.08636
0.025,0.36,0.5,0,1.56112e-30,0,1.56112e-30,1.56112e-28,-4.64384e-19,-1.49216e-17,0.0592381,0.0592381,-0.0592381,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0243264,0.0243264,0,0,2.0144e-32,1.56112e-28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-12.1727,-12.1727,6.08636
0.029,0.36,0.5,0,2.34168e-30,0,2.34168e-30,1.56112e-28,-4.64384e-19,-1.49216e-17,0.0592381,0.0592381,-0.0592381,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0243264,0.0243264,0,0,4.32437e-32,1.56112e-28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-12.1727,-12.1727,6.08636
0.034,0.36,0.5,0,3.12224e-30,0,3.12224e-30,1.56112e-28,-1.04093e-18,-2.48737e-17,0.0592381,0.0592381,-0.0592381,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0243264,0.0243264,0,0,7.38802e-32,1.56112e-28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-12.1727,-12.1727,6.08636
0.039,0.36,0.5,0,2.09916e-13,0,2.09916e-13,-1.90073e-12,-1.04093e-18,-2.48737e-17,0.0592381,0.0592381,-0.0592381,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0243264,0.0243264,0,0,2.0887e-15,-1.89126e-14,0,1,0,1,0,0,0,0,0,0,0,-1.84475e-13,0,0,0,0,-12.1727,-12.1727,6.08636
0.043,0.36,0.5,0,1.39855e-13,0,1.39855e-13,-1.63069e-12,0.000642101,-0.0115605,0.0592381,0.0592381,-0.058596,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.024063,0.0243243,0,0,3.18644e-15,-3.17553e-14,0,1,0,1,0,0,0,0,0,0,0,-3.03135e-13,0,0,0,0,-12.6354,-12.6354,6.31771
0.048,0.36,0.5,0,1.92785e-05,0,1.92785e-05,0.00032021,0.000642101,-0.0115605,0.0592381,0.0592381,-0.058596,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.024063,0.0243217,0,0,1.91824e-07,3.18615e-06,0,1,0,1,0,0,0,0,0,0,0,3.1078e-05,0,0,0,0,-12.6203,-12.6203,6.31014
0.053,0.36,0.5,0,-0.000318406,0,-0.000318406,-0.00551333,0.000685265,0.0272447,0.0592381,0.0592381,-0.0585529,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0240453,0.024319,0,0,-2.97828e-06,-5.17041e-05,0,1,0,1,0,0,0,0,0,0,0,-0.000505843,0,0,0,0,-10.8911,-10.8911,5.44554
