time,gain_mode,height,x,x_ref,x_error,x_dot,pitch,pitch_rate,theta_eq,theta_error,k_x,k_x_dot,k_theta,k_theta_dot,u_raw,u_model,tau_each
0.810225,1,0.5,-0,0,-0,1.56112e-28,-4.64373e-19,-1.35963e-17,0.061787,-0.061787,-6.15716,-46.9226,-205.518,-51.4306,-12.6984,-12.6984,6.34918
0.815126,1,0.5,7.80559e-31,0,7.80559e-31,1.56112e-28,-4.64373e-19,-1.35963e-17,0.061787,-0.061787,-6.15716,-46.9226,-205.518,-51.4306,-12.6984,-12.6984,6.34918
0.820072,1,0.5,7.80559e-31,0,7.80559e-31,1.56112e-28,-4.64373e-19,-1.35963e-17,0.061787,-0.061787,-6.15716,-46.9226,-205.518,-51.4306,-12.6984,-12.6984,6.34918
0.825161,1,0.5,-0.00100198,0,-0.00100198,-0.0165279,0.000262513,0.0164548,0.061787,-0.0615245,-6.15716,-46.9226,-205.518,-51.4306,-12.5798,-12.5798,6.28991
0.830121,1,0.5,-0.00174452,0,-0.00174452,-0.0171688,0.000262513,0.0164548,0.061787,-0.0615245,-6.15716,-46.9226,-205.518,-51.4306,-12.6145,-12.6145,6.30723
0.835157,1,0.5,-0.00259559,0,-0.00259559,-0.0288155,0.0288327,0.505294,0.061787,-0.0329543,-6.15716,-46.9226,-205.518,-51.4306,17.8468,17.8468,-8.92338
0.840181,1,0.5,-0.00452103,0,-0.00452103,-0.0505157,0.0288327,0.505294,0.061787,-0.0329543,-6.15716,-46.9226,-205.518,-51.4306,16.8167,16.8167,-8.40834
0.845146,1,0.5,-0.00653305,0,-0.00653305,-0.0656081,0.044655,0.535726,0.061787,-0.017132,-6.15716,-46.9226,-205.518,-51.4306,20.913,20,-10
0.850121,1,0.5,-0.00803514,0,-0.00803514,-0.0751801,0.044655,0.535726,0.061787,-0.017132,-6.15716,-46.9226,-205.518,-51.4306,20.4546,20,-10
0.855103,1,0.5,-0.00792628,0,-0.00792628,-0.0636808,0.0398099,0.253838,0.061787,-0.0219771,-6.15716,-46.9226,-205.518,-51.4306,5.50146,5.50146,-2.75073
0.86012,1,0.5,-0.00551925,0,-0.00551925,-0.026456,0.0398099,0.253838,0.061787,-0.0219771,-6.15716,-46.9226,-205.518,-51.4306,7.26296,7.26296,-3.63148
0.865141,1,0.5,-0.00176159,0,-0.00176159,0.0141681,0.0297271,0.0118058,0.061787,-0.0320599,-6.15716,-46.9226,-205.518,-51.4306,-5.32776,-5.32776,2.66388
0.870108,1,0.5,0.00263025,0,0.00263025,0.0598613,0.0297271,0.0118058,0.061787,-0.0320599,-6.15716,-46.9226,-205.518,-51.4306,-3.15668,-3.15668,1.57834
0.875138,1,0.5,0.00669414,0,0.00669414,0.0932997,0.0197609,-0.170933,0.061787,-0.0420261,-6.15716,-46.9226,-205.518,-51.4306,-13.0092,-13.0092,6.5046
0.880121,1,0.5,0.00997238,0,0.00997238,0.118628,0.0197609,-0.170933,0.061787,-0.0420261,-6.15716,-46.9226,-205.518,-51.4306,-11.8005,-11.8005,5.90027
0.885098,1,0.5,0.0118493,0,0.0118493,0.123798,0.010992,-0.2903,0.061787,-0.050795,-6.15716,-46.9226,-205.518,-51.4306,-19.4877,-19.4877,9.74386
0.8901,1,0.5,0.0120169,0,0.0120169,0.112877,0.010992,-0.2903,0.061787,-0.050795,-6.15716,-46.9226,-205.518,-51.4306,-19.9992,-19.9992,9.99958
0.895097,1,0.5,0.010072,0,0.010072,0.0779191,0.00403284,-0.349238,0.061787,-0.0577542,-6.15716,-46.9226,-205.518,-51.4306,-26.1129,-20,10
0.900113,1,0.5,0.00573583,0,0.00573583,0.0212608,0.00403284,-0.349238,0.061787,-0.0577542,-6.15716,-46.9226,-205.518,-51.4306,-28.7981,-20,10
0.90511,1,0.5,-0.000842596,0,-0.000842596,-0.0542935,-0.00079999,-0.357986,0.061787,-0.062587,-6.15716,-46.9226,-205.518,-51.4306,-33.827,-20,10
0.910127,1,0.5,-0.00949879,0,-0.00949879,-0.146205,-0.00079999,-0.357986,0.061787,-0.062587,-6.15716,-46.9226,-205.518,-51.4306,-38.193,-20,10
0.915102,1,0.5,-0.019805,0,-0.019805,-0.243895,-0.00384155,-0.339208,0.061787,-0.0656286,-6.15716,-46.9226,-205.518,-51.4306,-42.4997,-20,10
0.920119,1,0.5,-0.030305,0,-0.030305,-0.3367,-0.00384155,-0.339208,0.061787,-0.0656286,-6.15716,-46.9226,-205.518,-51.4306,-46.919,-20,10
0.92511,1,0.5,-0.040805,0,-0.040805,-0.424865,-0.00637354,-0.322362,0.061787,-0.0681605,-6.15716,-46.9226,-205.518,-51.4306,-50.7745,-20,10
0.930042,1,0.5,-0.051305,0,-0.051305,-0.508622,-0.00637354,-0.322362,0.061787,-0.0681605,-6.15716,-46.9226,-205.518,-51.4306,-54.7692,-20,10
0.935099,1,0.5,-0.061805,0,-0.061805,-0.588191,-0.00883236,-0.314506,0.061787,-0.0706194,-6.15716,-46.9226,-205.518,-51.4306,-58.6688,-20,10
0.940114,1,0.5,-0.061805,0,-0.061805,-0.588191,-0.00883236,-0.307437,0.061787,-0.0706194,-6.15716,-46.9226,-205.518,-51.4306,-58.3052,-20,10
0.945123,1,0.5,-0.072305,0,-0.072305,-0.663781,-0.00883236,-0.307437,0.061787,-0.0706194,-6.15716,-46.9226,-205.518,-51.4306,-61.9167,-20,10
0.950112,1,0.5,-0.082805,0,-0.082805,-0.735592,-0.0112338,-0.294342,0.061787,-0.0730208,-6.15716,-46.9226,-205.518,-51.4306,-65.171,-20,10
0.955088,1,0.5,-0.093305,0,-0.093305,-0.803813,-0.0112338,-0.294342,0.061787,-0.0730208,-6.15716,-46.9226,-205.518,-51.4306,-68.4367,-20,10
0.960129,1,0.5,-0.103805,0,-0.103805,-0.868622,-0.0135899,-0.282939,0.061787,-0.0753769,-6.15716,-46.9226,-205.518,-51.4306,-71.4401,-20,10
0.965126,1,0.5,-0.114305,0,-0.114305,-0.930191,-0.0135899,-0.282939,0.061787,-0.0753769,-6.15716,-46.9226,-205.518,-51.4306,-74.3938,-20,10
0.970109,1,0.5,-0.124805,0,-0.124805,-0.988681,-0.0159101,-0.273071,0.061787,-0.0776971,-6.15716,-46.9226,-205.518,-51.4306,-77.1723,-20,10
0.975122,1,0.5,-0.135305,0,-0.135305,-1.04425,-0.0159101,-0.273071,0.061787,-0.0776971,-6.15716,-46.9226,-205.518,-51.4306,-79.8442,-20,10
0.980099,1,0.5,-0.145805,0,-0.145805,-1.09703,-0.0182017,-0.264574,0.061787,-0.0799887,-6.15716,-46.9226,-205.518,-51.4306,-82.4197,-20,10
0.985107,1,0.5,-0.156305,0,-0.156305,-1.14718,-0.0182017,-0.264574,0.061787,-0.0799887,-6.15716,-46.9226,-205.518,-51.4306,-84.8375,-20,10
0.990123,1,0.5,-0.166805,0,-0.166805,-1.19482,-0.0204704,-0.257289,0.061787,-0.0822574,-6.15716,-46.9226,-205.518,-51.4306,-87.2291,-20,10
0.995085,1,0.5,-0.177305,0,-0.177305,-1.24008,-0.0204704,-0.257289,0.061787,-0.0822574,-6.15716,-46.9226,-205.518,-51.4306,-89.4175,-20,10
1.0001,1,0.5,-0.187805,0,-0.187805,-1.28308,-0.0227209,-0.251065,0.061787,-0.0845079,-6.15716,-46.9226,-205.518,-51.4306,-91.642,-20,10
1.00511,1,0.5,-0.198305,0,-0.198305,-1.32392,-0.0227209,-0.251065,0.061787,-0.0845079,-6.15716,-46.9226,-205.518,-51.4306,-93.6232,-20,10
1.01012,1,0.5,-0.208805,0,-0.208805,-1.36273,-0.0249567,-0.245764,0.061787,-0.0867437,-6.15716,-46.9226,-205.518,-51.4306,-95.6955,-20,10
1.0151,1,0.5,-0.219305,0,-0.219305,-1.39959,-0.0249567,-0.245764,0.061787,-0.0867437,-6.15716,-46.9226,-205.518,-51.4306,-97.4899,-20,10
1.02012,1,0.5,-0.229805,0,-0.229805,-1.43461,-0.0271808,-0.241262,0.061787,-0.0889678,-6.15716,-46.9226,-205.518,-51.4306,-99.4233,-20,10
1.0251,1,0.5,-0.240305,0,-0.240305,-1.46788,-0.0271808,-0.241262,0.061787,-0.0889678,-6.15716,-46.9226,-205.518,-51.4306,-101.049,-20,10
1.03009,1,0.5,-0.243565,0,-0.243565,-1.43174,-0.0208681,0.0571072,0.061787,-0.0826551,-6.15716,-46.9226,-205.518,-51.4306,-82.7307,-20,10
1.03509,1,0.5,-0.247923,0,-0.247923,-1.40728,-0.0208681,0.0571072,0.061787,-0.0826551,-6.15716,-46.9226,-205.518,-51.4306,-81.6096,-20,10
1.0401,1,0.5,-0.253265,0,-0.253265,-1.39368,-0.00578505,0.387095,0.061787,-0.067572,-6.15716,-46.9226,-205.518,-51.4306,-60.9331,-20,10
1.04511,1,0.5,-0.259557,0,-0.259557,-1.39021,-0.00578505,0.387095,0.061787,-0.067572,-6.15716,-46.9226,-205.518,-51.4306,-60.8091,-20,10
1.0501,1,0.5,-0.266779,0,-0.266779,-1.39622,0.0153927,0.767452,0.061787,-0.0463943,-6.15716,-46.9226,-205.518,-51.4306,-37.221,-20,10
1.0551,1,0.5,-0.274923,0,-0.274923,-1.41117,0.0153927,0.767452,0.061787,-0.0463943,-6.15716,-46.9226,-205.518,-51.4306,-37.9728,-20,10
1.06009,1,0.5,-0.283988,0,-0.283988,-1.43464,0.0422971,1.18017,0.061787,-0.0194899,-6.15716,-46.9226,-205.518,-51.4306,-12.374,-12.374,6.18699
1.06513,1,0.5,-0.29398,0,-0.29398,-1.46627,0.0422971,1.18017,0.061787,-0.0194899,-6.15716,-46.9226,-205.518,-51.4306,-13.9195,-13.9195,6.95976
1.0701,1,0.5,-0.304302,0,-0.304302,-1.49573,0.0743095,1.60163,0.061787,0.0125225,-6.15716,-46.9226,-205.518,-51.4306,12.8892,12.8892,-6.44461
1.07515,1,0.5,-0.314727,0,-0.314727,-1.52582,0.0743095,1.60163,0.061787,0.0125225,-6.15716,-46.9226,-205.518,-51.4306,11.4129,11.4129,-5.70647
1.08013,1,0.5,-0.324155,0,-0.324155,-1.53776,0.109202,1.93493,0.061787,0.0474153,-6.15716,-46.9226,-205.518,-51.4306,35.1077,20,-10
1.08512,1,0.5,-0.332216,0,-0.332216,-1.537,0.109202,1.93493,0.061787,0.0474153,-6.15716,-46.9226,-205.518,-51.4306,35.0935,20,-10
1.0901,1,0.5,-0.33852,0,-0.33852,-1.51514,0.139831,2.09717,0.061787,0.0780438,-6.15716,-46.9226,-205.518,-51.4306,50.7195,20,-10
1.09508,1,0.5,-0.342868,0,-0.342868,-1.47579,0.139831,2.09717,0.061787,0.0780438,-6.15716,-46.9226,-205.518,-51.4306,52.5391,20,-10
1.10009,1,0.5,-0.345499,0,-0.345499,-1.42209,0.164224,2.10622,0.061787,0.102437,-6.15716,-46.9226,-205.518,-51.4306,60.5215,20,-10
1.10508,1,0.5,-0.346619,0,-0.346619,-1.35673,0.164224,2.10622,0.061787,0.102437,-6.15716,-46.9226,-205.518,-51.4306,63.5816,20,-10
1.11009,1,0.5,-0.346416,0,-0.346416,-1.28213,0.182078,1.98842,0.061787,0.120291,-6.15716,-46.9226,-205.518,-51.4306,64.6934,20,-10
1.11509,1,0.5,-0.345061,0,-0.345061,-1.20031,0.182078,1.98842,0.061787,0.120291,-6.15716,-46.9226,-205.518,-51.4306,68.5413,20,-10
1.12008,1,0.5,-0.342686,0,-0.342686,-1.11281,0.193314,1.76708,0.061787,0.131527,-6.15716,-46.9226,-205.518,-51.4306,63.5873,20,-10
1.12508,1,0.5,-0.339397,0,-0.339397,-1.02094,0.193314,1.76708,0.061787,0.131527,-6.15716,-46.9226,-205.518,-51.4306,67.9185,20,-10
1.13008,1,0.5,-0.335284,0,-0.335284,-0.925717,0.197923,1.46218,0.061787,0.136136,-6.15716,-46.9226,-205.518,-51.4306,57.6775,20,-10
1.13507,1,0.5,-0.330417,0,-0.330417,-0.827966,0.197923,1.46218,0.061787,0.136136,-6.15716,-46.9226,-205.518,-51.4306,62.2942,20,-10
1.14007,1,0.5,-0.324854,0,-0.324854,-0.728306,0.195952,1.09094,0.061787,0.134165,-6.15716,-46.9226,-205.518,-51.4306,47.5068,20,-10
1.14507,1,0.5,-0.318633,0,-0.318633,-0.627188,0.195952,1.09094,0.061787,0.134165,-6.15716,-46.9226,-205.518,-51.4306,52.2899,20,-10
1.15008,1,0.5,-0.311784,0,-0.311784,-0.524915,0.187504,0.668382,0.061787,0.125717,-6.15716,-46.9226,-205.518,-51.4306,33.6623,20,-10
1.15507,1,0.5,-0.304322,0,-0.304322,-0.421661,0.187504,0.668382,0.061787,0.125717,-6.15716,-46.9226,-205.518,-51.4306,38.5532,20,-10
1.16005,1,0.5,-0.304322,0,-0.304322,-0.421661,0.187504,0.668382,0.061787,0.125717,-6.15716,-46.9226,-205.518,-51.4306,38.5532,20,-10
1.16511,1,0.5,-0.296252,0,-0.296252,-0.317488,0.17274,0.207893,0.061787,0.110953,-6.15716,-46.9226,-205.518,-51.4306,16.7735,16.7735,-8.38675
1.17012,1,0.5,-0.287571,0,-0.287571,-0.212366,0.17274,0.207893,0.061787,0.110953,-6.15716,-46.9226,-205.518,-51.4306,21.7596,20,-10
1.17509,1,0.5,-0.278266,0,-0.278266,-0.106185,0.151896,-0.2781,0.061787,0.0901094,-6.15716,-46.9226,-205.518,-51.4306,-2.47952,-2.47952,1.23976
1.1801,1,0.5,-0.268316,0,-0.268316,0.00122326,0.151896,-0.2781,0.061787,0.0901094,-6.15716,-46.9226,-205.518,-51.4306,2.6216,2.6216,-1.3108
1.18513,1,0.5,-0.259434,0,-0.259434,0.0813456,0.125678,-0.754245,0.061787,0.0638913,-6.15716,-46.9226,-205.518,-51.4306,-23.4409,-20,10
1.19012,1,0.5,-0.252088,0,-0.252088,0.1488,0.125678,-0.754245,0.061787,0.0638913,-6.15716,-46.9226,-205.518,-51.4306,-20.2305,-20,10
1.19513,1,0.5,-0.246222,0,-0.246222,0.191846,0.0979477,-1.09453,0.061787,0.0361607,-6.15716,-46.9226,-205.518,-51.4306,-41.3746,-20,10
1.20013,1,0.5,-0.242302,0,-0.242302,0.214291,0.0979477,-1.09453,0.061787,0.0361607,-6.15716,-46.9226,-205.518,-51.4306,-40.2973,-20,10
1.20512,1,0.5,-0.240088,0,-0.240088,0.219435,0.0763034,-1.23736,0.061787,0.0145164,-6.15716,-46.9226,-205.518,-51.4306,-51.8365,-20,10
1.21011,1,0.5,-0.239371,0,-0.239371,0.21011,0.0763034,-1.23736,0.061787,0.0145164,-6.15716,-46.9226,-205.518,-51.4306,-52.2697,-20,10
1.21512,1,0.5,-0.239956,0,-0.239956,0.188982,0.0618366,-1.21433,0.061787,4.95591e-05,-6.15716,-46.9226,-205.518,-51.4306,-55.0536,-20,10
1.22012,1,0.5,-0.241682,0,-0.241682,0.158024,0.0618366,-1.21433,0.061787,4.95591e-05,-6.15716,-46.9226,-205.518,-51.4306,-56.5169,-20,10
1.22512,1,0.5,-0.244428,0,-0.244428,0.118853,0.0547633,-1.05416,0.061787,-0.00702366,-6.15716,-46.9226,-205.518,-51.4306,-51.5878,-20,10
1.23013,1,0.5,-0.248095,0,-0.248095,0.0727676,0.0547633,-1.05416,0.061787,-0.00702366,-6.15716,-46.9226,-205.518,-51.4306,-53.7728,-20,10
1.23511,1,0.5,-0.252607,0,-0.252607,0.0207776,0.0551464,-0.783138,0.061787,-0.00664061,-6.15716,-46.9226,-205.518,-51.4306,-42.2224,-20,10
1.24014,1,0.5,-0.25791,0,-0.25791,-0.0363444,0.0551464,-0.783138,0.061787,-0.00664061,-6.15716,-46.9226,-205.518,-51.4306,-44.9354,-20,10
1.2451,1,0.5,-0.263966,0,-0.263966,-0.0980421,0.0628825,-0.425653,0.061787,0.00109554,-6.15716,-46.9226,-205.518,-51.4306,-27.8921,-20,10
1.2501,1,0.5,-0.270757,0,-0.270757,-0.163943,0.0628825,-0.425653,0.061787,0.00109554,-6.15716,-46.9226,-205.518,-51.4306,-31.0261,-20,10
1.25511,1,0.5,-0.278274,0,-0.278274,-0.233827,0.0777072,-0.00455962,0.061787,0.0159202,-6.15716,-46.9226,-205.518,-51.4306,-9.64777,-9.64777,4.82389
1.2601,1,0.5,-0.286524,0,-0.286524,-0.307594,0.0777072,-0.00455962,0.061787,0.0159202,-6.15716,-46.9226,-205.518,-51.4306,-13.1599,-13.1599,6.57995
1.2651,1,0.5,-0.294692,0,-0.294692,-0.371523,0.0990486,0.449584,0.061787,0.0372616,-6.15716,-46.9226,-205.518,-51.4306,11.533,11.533,-5.76652
1.27013,1,0.5,-0.302595,0,-0.302595,-0.431887,0.0990486,0.449584,0.061787,0.0372616,-6.15716,-46.9226,-205.518,-51.4306,8.65193,8.65193,-4.32596
1.27513,1,0.5,-0.309455,0,-0.309455,-0.475445,0.124668,0.83081,0.061787,0.0628814,-6.15716,-46.9226,-205.518,-51.4306,31.4379,20,-10
1.28012,1,0.5,-0.315627,0,-0.315627,-0.510911,0.124668,0.83081,0.061787,0.0628814,-6.15716,-46.9226,-205.518,-51.4306,29.7357,20,-10
1.2851,1,0.5,-0.320504,0,-0.320504,-0.527442,0.146212,1.02652,0.061787,0.0844246,-6.15716,-46.9226,-205.518,-51.4306,43.4227,20,-10
1.29012,1,0.5,-0.323785,0,-0.323785,-0.527942,0.146212,1.02652,0.061787,0.0844246,-6.15716,-46.9226,-205.518,-51.4306,43.3791,20,-10
1.29512,1,0.5,-0.325647,0,-0.325647,-0.514888,0.160909,1.04972,0.061787,0.0991225,-6.15716,-46.9226,-205.518,-51.4306,48.1943,20,-10
1.30008,1,0.5,-0.326244,0,-0.326244,-0.490366,0.160909,1.04972,0.061787,0.0991225,-6.15716,-46.9226,-205.518,-51.4306,49.3412,20,-10
1.30508,1,0.5,-0.325716,0,-0.325716,-0.456381,0.168469,0.933032,0.061787,0.106682,-6.15716,-46.9226,-205.518,-51.4306,46.4914,20,-10
1.31011,1,0.5,-0.324178,0,-0.324178,-0.414343,0.168469,0.933032,0.061787,0.106682,-6.15716,-46.9226,-205.518,-51.4306,48.4735,20,-10
1.31515,1,0.5,-0.32171,0,-0.32171,-0.365395,0.168938,0.704541,0.061787,0.107151,-6.15716,-46.9226,-205.518,-51.4306,39.1303,20,-10
1.3201,1,0.5,-0.318376,0,-0.318376,-0.310446,0.168938,0.704541,0.061787,0.107151,-6.15716,-46.9226,-205.518,-51.4306,41.7292,20,-10
1.32512,1,0.5,-0.314222,0,-0.314222,-0.250199,0.162431,0.388341,0.061787,0.100644,-6.15716,-46.9226,-205.518,-51.4306,26.9821,20,-10
1.33013,1,0.5,-0.309281,0,-0.309281,-0.185177,0.162431,0.388341,0.061787,0.100644,-6.15716,-46.9226,-205.518,-51.4306,30.0635,20,-10
1.33514,1,0.5,-0.30357,0,-0.30357,-0.115751,0.149146,0.00560481,0.061787,0.0873593,-6.15716,-46.9226,-205.518,-51.4306,10.9417,10.9417,-5.47087
1.3401,1,0.5,-0.297095,0,-0.297095,-0.0421576,0.149146,0.00560481,0.061787,0.0873593,-6.15716,-46.9226,-205.518,-51.4306,14.4348,14.4348,-7.21739
1.3451,1,0.5,-0.290381,0,-0.290381,0.0250619,0.129684,-0.410673,0.061787,0.067897,-6.15716,-46.9226,-205.518,-51.4306,-7.77902,-7.77902,3.88951
1.35009,1,0.5,-0.283777,0,-0.283777,0.0910563,0.129684,-0.410673,0.061787,0.067897,-6.15716,-46.9226,-205.518,-51.4306,-4.64173,-4.64173,2.32087
1.35509,1,0.5,-0.277712,0,-0.277712,0.145419,0.106169,-0.759193,0.061787,0.0443823,-6.15716,-46.9226,-205.518,-51.4306,-24.8109,-20,10
1.3601,1,0.5,-0.272106,0,-0.272106,0.192743,0.106169,-0.759193,0.061787,0.0443823,-6.15716,-46.9226,-205.518,-51.4306,-22.5558,-20,10
1.36508,1,0.5,-0.267728,0,-0.267728,0.219973,0.0861527,-0.939666,0.061787,0.0243657,-6.15716,-46.9226,-205.518,-51.4306,-34.6467,-20,10
1.37008,1,0.5,-0.265106,0,-0.265106,0.228722,0.0861527,-0.939666,0.061787,0.0243657,-6.15716,-46.9226,-205.518,-51.4306,-34.2201,-20,10
1.37508,1,0.5,-0.264011,0,-0.264011,0.222735,0.0728943,-0.950353,0.061787,0.0111073,-6.15716,-46.9226,-205.518,-51.4306,-37.7687,-20,10
1.38008,1,0.5,-0.264211,0,-0.264211,0.204866,0.0728943,-0.950353,0.061787,0.0111073,-6.15716,-46.9226,-205.518,-51.4306,-38.6084,-20,10
1.38514,1,0.5,-0.265594,0,-0.265594,0.176519,0.0670687,-0.816381,0.061787,0.00528165,-6.15716,-46.9226,-205.518,-51.4306,-34.2541,-20,10
1.39011,1,0.5,-0.268007,0,-0.268007,0.139657,0.0670687,-0.816381,0.061787,0.00528165,-6.15716,-46.9226,-205.518,-51.4306,-35.9986,-20,10
1.39507,1,0.5,-0.271369,0,-0.271369,0.0954056,0.0687785,-0.564464,0.061787,0.00699146,-6.15716,-46.9226,-205.518,-51.4306,-24.788,-20,10
1.40007,1,0.5,-0.275623,0,-0.275623,0.0446304,0.0687785,-0.564464,0.061787,0.00699146,-6.15716,-46.9226,-205.518,-51.4306,-27.1967,-20,10
1.40508,1,0.5,-0.280786,0,-0.280786,-0.0124741,0.077873,-0.223012,0.061787,0.016086,-6.15716,-46.9226,-205.518,-51.4306,-10.4778,-10.4778,5.23892
1.41008,1,0.5,-0.286838,0,-0.286838,-0.0758211,0.077873,-0.223012,0.061787,0.016086,-6.15716,-46.9226,-205.518,-51.4306,-13.4875,-13.4875,6.74375
1.41507,1,0.5,-0.293027,0,-0.293027,-0.132356,0.0936951,0.170396,0.061787,0.0319081,-6.15716,-46.9226,-205.518,-51.4306,7.30656,7.30656,-3.65328
1.42007,1,0.5,-0.299243,0,-0.299243,-0.189099,0.0936951,0.170396,0.061787,0.0319081,-6.15716,-46.9226,-205.518,-51.4306,4.60575,4.60575,-2.30288
1.42507,1,0.5,-0.304589,0,-0.304589,-0.230438,0.114154,0.522556,0.061787,0.0523671,-6.15716,-46.9226,-205.518,-51.4306,24.9496,20,-10
1.43007,1,0.5,-0.309442,0,-0.309442,-0.265949,0.114154,0.522556,0.061787,0.0523671,-6.15716,-46.9226,-205.518,-51.4306,23.2535,20,-10
1.43507,1,0.5,-0.312999,0,-0.312999,-0.282627,0.132349,0.717317,0.061787,0.0705621,-6.15716,-46.9226,-205.518,-51.4306,36.2051,20,-10
1.44007,1,0.5,-0.315146,0,-0.315146,-0.284511,0.132349,0.717317,0.061787,0.0705621,-6.15716,-46.9226,-205.518,-51.4306,36.1034,20,-10
1.44508,1,0.5,-0.315989,0,-0.315989,-0.273824,0.143825,0.736712,0.061787,0.0820376,-6.15716,-46.9226,-205.518,-51.4306,39.9557,20,-10
1.45011,1,0.5,-0.315989,0,-0.315989,-0.273824,0.143825,0.736712,0.061787,0.0820376,-6.15716,-46.9226,-205.518,-51.4306,39.9557,20,-10
1.45505,1,0.5,-0.315669,0,-0.315669,-0.252628,0.14802,0.614479,0.061787,0.0862332,-6.15716,-46.9226,-205.518,-51.4306,35.5279,20,-10
1.46008,1,0.5,-0.314311,0,-0.314311,-0.222484,0.14802,0.614479,0.061787,0.0862332,-6.15716,-46.9226,-205.518,-51.4306,36.9507,20,-10
1.46512,1,0.5,-0.312,0,-0.312,-0.184609,0.14802,0.614479,0.061787,0.0862332,-6.15716,-46.9226,-205.518,-51.4306,38.7421,20,-10
1.47011,1,0.5,-0.308802,0,-0.308802,-0.139972,0.145007,0.379554,0.061787,0.0832197,-6.15716,-46.9226,-205.518,-51.4306,28.1547,20,-10
1.4751,1,0.5,-0.304764,0,-0.304764,-0.0893209,0.145007,0.379554,0.061787,0.0832197,-6.15716,-46.9226,-205.518,-51.4306,30.5562,20,-10
1.48007,1,0.5,-0.299899,0,-0.299899,-0.0322684,0.134963,0.0605362,0.061787,0.0731756,-6.15716,-46.9226,-205.518,-51.4306,14.7917,14.7917,-7.39584
1.48508,1,0.5,-0.294032,0,-0.294032,0.0314599,0.134963,0.0605362,0.061787,0.0731756,-6.15716,-46.9226,-205.518,-51.4306,17.8181,17.8181,-8.90905
1.49009,1,0.5,-0.287553,0,-0.287553,0.0964514,0.118887,-0.29914,0.061787,0.0571001,-6.15716,-46.9226,-205.518,-51.4306,-0.894596,-0.894596,0.447298
1.4951,1,0.5,-0.280577,0,-0.280577,0.162762,0.118887,-0.29914,0.061787,0.0571001,-6.15716,-46.9226,-205.518,-51.4306,2.25982,2.25982,-1.12991
1.5001,1,0.5,-0.274322,0,-0.274322,0.214641,0.0977564,-0.660511,0.061787,0.0359694,-6.15716,-46.9226,-205.518,-51.4306,-18.1956,-18.1956,9.09781
1.50509,1,0.5,-0.268338,0,-0.268338,0.26349,0.0977564,-0.660511,0.061787,0.0359694,-6.15716,-46.9226,-205.518,-51.4306,-15.8667,-15.8667,7.93334
1.51009,1,0.5,-0.263397,0,-0.263397,0.291454,0.0770708,-0.888036,0.061787,0.0152838,-6.15716,-46.9226,-205.518,-51.4306,-30.4771,-20,10
1.51507,1,0.5,-0.259674,0,-0.259674,0.309904,0.0770708,-0.888036,0.061787,0.0152838,-6.15716,-46.9226,-205.518,-51.4306,-29.5884,-20,10
1.52009,1,0.5,-0.257275,0,-0.257275,0.312606,0.0629369,-0.924048,0.061787,0.00114993,-6.15716,-46.9226,-205.518,-51.4306,-34.2038,-20,10
1.52511,1,0.5,-0.256262,0,-0.256262,0.30192,0.0629369,-0.924048,0.061787,0.00114993,-6.15716,-46.9226,-205.518,-51.4306,-34.6989,-20,10
1.53007,1,0.5,-0.256487,0,-0.256487,0.279974,0.0563638,-0.807986,0.061787,-0.00542324,-6.15716,-46.9226,-205.518,-51.4306,-31.1119,-20,10
1.53507,1,0.5,-0.257819,0,-0.257819,0.248456,0.0563638,-0.807986,0.061787,-0.00542324,-6.15716,-46.9226,-205.518,-51.4306,-32.599,-20,10
1.54008,1,0.5,-0.26017,0,-0.26017,0.208626,0.0574155,-0.569814,0.061787,-0.00437149,-6.15716,-46.9226,-205.518,-51.4306,-22.017,-20,10
1.54508,1,0.5,-0.263474,0,-0.263474,0.161465,0.0574155,-0.569814,0.061787,-0.00437149,-6.15716,-46.9226,-205.518,-51.4306,-24.2502,-20,10
1.55008,1,0.5,-0.267743,0,-0.267743,0.107805,0.0658965,-0.236702,0.061787,0.00410946,-6.15716,-46.9226,-205.518,-51.4306,-7.9192,-7.9192,3.9596
1.55507,1,0.5,-0.272827,0,-0.272827,0.0480898,0.0658965,-0.236702,0.061787,0.00410946,-6.15716,-46.9226,-205.518,-51.4306,-10.7525,-10.7525,5.37624
1.56008,1,0.5,-0.277817,0,-0.277817,-0.00140336,0.0814357,0.154907,0.061787,0.0196487,-6.15716,-46.9226,-205.518,-51.4306,10.2287,10.2287,-5.11436
1.56507,1,0.5,-0.282576,0,-0.282576,-0.0514305,0.0814357,0.154907,0.061787,0.0196487,-6.15716,-46.9226,-205.518,-51.4306,7.85202,7.85202,-3.92601
1.57011,1,0.5,-0.287053,0,-0.287053,-0.0909634,0.100665,0.463946,0.061787,0.0388782,-6.15716,-46.9226,-205.518,-51.4306,25.8155,20,-10
1.57511,1,0.5,-0.290948,0,-0.290948,-0.123287,0.100665,0.463946,0.061787,0.0388782,-6.15716,-46.9226,-205.518,-51.4306,24.2748,20,-10
1.58009,1,0.5,-0.293685,0,-0.293685,-0.139343,0.115825,0.606135,0.061787,0.0540379,-6.15716,-46.9226,-205.518,-51.4306,33.933,20,-10
1.58509,1,0.5,-0.295108,0,-0.295108,-0.141462,0.115825,0.606135,0.061787,0.0540379,-6.15716,-46.9226,-205.518,-51.4306,33.8249,20,-10
