time,hip_axle_height,base_link_height,height_rate,x,x_ref,x_error,x_dot,pitch,pitch_rate,theta_eq_nominal,theta_eq_adaptive,theta_error,experiment_mode,injected_com_y_bias,theta_eq_true,com_y_true,com_y_used,nominal_com_z,delta_y_true,delta_y_applied,delta_y_obs,filtered_delta_y_obs,delta_y_hat,delta_y_step,filtered_x_error,filtered_x_dot,correction_error,observation_valid,gate_open,adapt_enabled,adapt_update_paused,window_progress,window_position_range,cooldown_remaining,adapt_state,delta_y_target,delta_y_apply_rate,filtered_x_accel,observation_window_range,capture_progress,verify_progress,target_updated,u_raw,u_model,tau_each
0.012,0.36,0.5,0,-0,0,-0,1.56112e-28,-1.16659e-19,-7.89719e-18,0.0373482,0.0373482,-0.0373482,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0153264,0.0153264,0,0,-0,1.56112e-28,0,1,1,1,0,0.005,0,0,0,0,0,0,0,0.005,0,0,-7.67461,-7.67461,3.8373
0.017,0.36,0.5,0,7.80561e-31,0,7.80561e-31,1.56112e-28,-1.16659e-19,-7.89719e-18,0.0373482,0.0373482,-0.0373482,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0153264,0.0153264,0,0,7.76671e-33,1.56112e-28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-7.67461,-7.67461,3.8373
0.021,0.36,0.5,0,1.56112e-30,0,1.56112e-30,1.56112e-28,-4.64384e-19,-1.49216e-17,0.0373482,0.0373482,-0.0373482,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0153264,0.0153264,0,0,2.0144e-32,1.56112e-28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-7.67461,-7.67461,3.8373
0.026,0.36,0.5,0,1.56112e-30,0,1.56112e-30,1.56112e-28,-4.64384e-19,-1.49216e-17,0.0373482,0.0373482,-0.0373482,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0153264,0.0153264,0,0,3.5477e-32,1.56112e-28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-7.67461,-7.67461,3.8373
0.03,0.36,0.5,0,2.34168e-30,0,2.34168e-30,1.56112e-28,-4.64384e-19,-1.49216e-17,0.0373482,0.0373482,-0.0373482,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0153264,0.0153264,0,0,5.3853e-32,1.56112e-28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-7.67461,-7.67461,3.8373
0.035,0.36,0.5,0,3.12224e-30,0,3.12224e-30,1.56112e-28,-1.04093e-18,-2.48737e-17,0.0373482,0.0373482,-0.0373482,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0153264,0.0153264,0,0,8.4384e-32,1.56112e-28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-7.67461,-7.67461,3.8373
0.039,0.36,0.5,0,2.09916e-13,0,2.09916e-13,-1.90073e-12,-1.04093e-18,-2.48737e-17,0.0373482,0.0373482,-0.0373482,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0153264,0.0153264,0,0,1.67263e-15,-1.51452e-14,0,1,0,1,0,0,0,0,0,0,0,-1.48463e-13,0,0,0,0,-7.67461,-7.67461,3.8373
0.044,0.36,0.5,0,1.39855e-13,0,1.39855e-13,-1.63069e-12,0.000642101,-0.0115605,0.0373482,0.0373482,-0.0367061,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.015063,0.0153238,0,0,3.04757e-15,-3.12201e-14,0,1,0,1,0,0,0,0,0,0,0,-2.98019e-13,0,0,0,0,-8.13732,-8.13732,4.06866
0.049,0.36,0.5,0,1.57392e-13,0,1.57392e-13,-1.37353e-12,0.000642101,-0.0115605,0.0373482,0.0373482,-0.0367061,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.015063,0.0153212,0,0,4.58333e-15,-4.45764e-14,0,1,0,1,0,0,0,0,0,0,0,-4.13763e-13,0,0,0,0,-8.13732,-8.13732,4.06866
0.053,0.36,0.5,0,1.6967e-13,0,1.6967e-13,-1.12853e-12,-0.000153914,-0.0277641,0.0373482,0.0373482,-0.0375022,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0153895,0.0153217,0,0,5.89875e-15,-5.32134e-14,0,1,0,1,0,0,0,0,0,0,0,-4.82205e-13,0,0,0,0,-9.13438,-9.13438,4.56719
0.058,0.36,0.5,0,5.08551e-13,0,5.08551e-13,-2.95109e-12,-0.000153914,-0.0277641,0.0373482,0.0373482,-0.0375022,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0153895,0.0153224,0,0,1.09002e-14,-8.20478e-14,0,1,0,1,0,0,0,0,0,0,0,-7.39941e-13,0,0,0,0,-9.13438,-9.13438,4.56719
0.063,0.36,0.5,0,-0.000303469,0,-0.000303469,-0.00440227,0.0227618,0.283107,0.0373482,0.0373482,-0.0145865,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.00598851,0.0152295,0,0,-3.01956e-06,-4.38033e-05,0,1,0,1,0,0,0,0,0,0,0,-0.000427263,0,0,0,0,11.3569,11.3569,-5.67844
0.067,0.36,0.5,0,-0.00132012,0,-0.00132012,-0.0175736,0.0227618,0.283107,0.0373482,0.0373482,-0.0145865,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.00598851,0.0151559,0,0,-1.35144e-05,-0.000183482,0,1,0,1,0,0,0,0,0,0,0,-0.00177973,0,0,0,0,10.7327,10.7327,-5.36635
0.072,0.36,0.5,0,-0.00257336,0,-0.00257336,-0.0281466,0.0287879,0.187871,0.0373482,0.0373482,-0.00856036,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0035151,0.0150401,0,0,-3.89852e-05,-0.000461719,0,1,0,1,0,0,0,0,0,0,0,-0.00440689,0,0,0,0,6.56846,6.56846,-3.28423
0.077,0.36,0.5,0,-0.00353096,0,-0.00353096,-0.0339628,0.0287879,0.187871,0.0373482,0.0373482,-0.00856036,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0035151,0.0149254,0,0,-7.37309e-05,-0.000795061,0,1,0,1,0,0,0,0,0,0,0,-0.00744342,0,0,0,0,6.28969,6.28969,-3.14485
0.082,0.36,0.5,0,-0.00361091,0,-0.00361091,-0.0295305,0.0205948,-0.0158835,0.0373482,0.0373482,-0.0167534,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.00687775,0.0148453,0,0,-0.000108926,-0.00108098,0,1,0,1,0,0,0,0,0,0,0,-0.00986932,0,0,0,0,-5.6673,-5.6673,2.83365
0.086,0.36,0.5,0,-0.00277043,0,-0.00277043,-0.0165464,0.0205948,-0.0158835,0.0373482,0.0373482,-0.0167534,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.00687775,0.0147818,0,0,-0.000130134,-0.00120421,0,1,0,1,0,0,0,0,0,0,0,-0.0106903,0,0,0,0,-5.05298,-5.05298,2.52649
0.091,0.36,0.5,0,-0.00204907,0,-0.00204907,-0.0118174,0.0118064,-0.172565,0.0373482,0.0373482,-0.0255419,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0104835,0.0147391,0,0,-0.000149227,-0.00130982,0,1,0,1,0,0,0,0,0,0,0,-0.011199,0,0,0,0,-14.6921,-14.6921,7.34605
0.096,0.36,0.5,0,-0.00201171,0,-0.00201171,-0.0136164,0.0118064,-0.172565,0.0373482,0.0373482,-0.0255419,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0104835,0.0146967,0,0,-0.000167759,-0.00143227,0,1,0,1,0,0,0,0,0,0,0,-0.0118472,0,0,0,0,-14.7763,-14.7763,7.38813
0.101,0.36,0.5,0,-0.00334558,0,-0.00334558,-0.033811,0.00405433,-0.272471,0.0373482,0.0373482,-0.0332939,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0136634,0.0146864,0,0,-0.000199379,-0.00175444,0,1,0,1,0,0,0,0,0,0,0,-0.014412,0,0,0,0,-22.4639,-20,10
0.106,0.36,0.5,0,-0.00645619,0,-0.00645619,-0.0702552,0.00405433,-0.272471,0.0373482,0.0373482,-0.0332939,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0136634,0.0146763,0,0,-0.000261636,-0.00243604,0,1,0,1,0,0,0,0,0,0,0,-0.0203574,0,0,0,0,-24.1928,-20,10
0.11,0.36,0.5,0,-0.00645619,0,-0.00645619,-0.0702552,-0.00193035,-0.317023,0.0373482,0.0373482,-0.0392786,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0161182,0.0146877,0,0,-0.000310994,-0.00297643,0,1,0,1,0,0,0,0,0,0,0,-0.0248564,0,0,0,0,-27.7143,-20,10
0.115,0.36,0.5,0,-0.0116335,0,-0.0116335,-0.12772,-0.00193035,-0.317023,0.0373482,0.0373482,-0.0392786,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0161182,0.014702,0,0,-0.000423655,-0.00421765,0,1,0,1,0,0,0,0,0,0,0,-0.0357512,0,0,0,0,-30.4421,-20,10
0.12,0.36,0.5,0,-0.018996,0,-0.018996,-0.203485,-0.0059847,-0.318709,0.0373482,0.0373482,-0.0433329,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0177812,0.0147326,0,0,-0.000608453,-0.00620039,0,1,0,1,0,0,0,0,0,0,0,-0.0533475,0,0,0,0,-34.9618,-20,10
0.125,0.36,0.5,0,-0.0283839,0,-0.0283839,-0.295089,-0.0059847,-0.318709,0.0373482,0.0373482,-0.0433329,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0177812,0.014763,0,0,-0.000884824,-0.00907488,0,1,0,1,0,0,0,0,0,0,0,-0.0787838,0,0,0,0,-39.3171,-20,10
0.13,0.36,0.5,0,-0.0388839,0,-0.0388839,-0.385335,-0.0059847,-0.318709,0.0373482,0.0373482,-0.0433329,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0177812,0.014793,0,0,-0.00126292,-0.0128187,0,1,0,1,0,0,0,0,0,0,0,-0.111459,0,0,0,0,-43.6156,-20,10
0.135,0.36,0.5,0,-0.0493839,0,-0.0493839,-0.471068,-0.00908323,-0.316537,0.0373482,0.0373482,-0.0464315,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0190522,0.0148269,0,0,-0.00164635,-0.0164701,0,1,0,1,0,0,0,0,0,0,0,-0.142882,0,0,0,0,-48.2275,-20,10
0.139,0.36,0.5,0,-0.0598839,0,-0.0598839,-0.552514,-0.00908323,-0.316537,0.0373482,0.0373482,-0.0464315,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0190522,0.014869,0,0,-0.00222583,-0.0218038,0,1,0,1,0,0,0,0,0,0,0,-0.187939,0,0,0,0,-52.1131,-20,10
0.144,0.36,0.5,0,-0.0703839,0,-0.0703839,-0.629889,-0.0121391,-0.314105,0.0373482,0.0373482,-0.0494873,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0203058,0.0149231,0,0,-0.00290401,-0.0278544,0,1,0,1,0,0,0,0,0,0,0,-0.237791,0,0,0,0,-56.3106,-20,10
0.149,0.36,0.5,0,-0.0808839,0,-0.0808839,-0.703394,-0.0121391,-0.314105,0.0373482,0.0373482,-0.0494873,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0203058,0.0149766,0,0,-0.00367992,-0.0345761,0,1,0,1,0,0,0,0,0,0,0,-0.291759,0,0,0,0,-59.8237,-20,10
0.154,0.36,0.5,0,-0.0913839,0,-0.0913839,-0.773225,-0.0151656,-0.311673,0.0373482,0.0373482,-0.0525138,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0215474,0.015042,0,0,-0.00455259,-0.0419258,0,1,0,1,0,0,0,0,0,0,0,-0.349219,0,0,0,0,-63.6613,-20,10
0.159,0.36,0.5,0,-0.101884,0,-0.101884,-0.839563,-0.0151656,-0.311673,0.0373482,0.0373482,-0.0525138,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0215474,0.0151067,0,0,-0.00552106,-0.0498624,0,1,0,1,0,0,0,0,0,0,0,-0.409602,0,0,0,0,-66.8382,-20,10
0.163,0.36,0.5,0,-0.112384,0,-0.112384,-0.902585,-0.0181718,-0.309383,0.0373482,0.0373482,-0.05552,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0227808,0.0151679,0,0,-0.00637255,-0.056657,0,1,0,1,0,0,0,0,0,0,0,-0.460146,0,0,0,0,-70.3594,-20,10
0.168,0.36,0.5,0,-0.122884,0,-0.122884,-0.962456,-0.0181718,-0.309383,0.0373482,0.0373482,-0.05552,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0227808,0.0152436,0,0,-0.00753186,-0.0656698,0,1,0,1,0,0,0,0,0,0,0,-0.525617,0,0,0,0,-73.2329,-20,10
0.173,0.36,0.5,0,-0.133384,0,-0.133384,-1.01933,-0.0211637,-0.307303,0.0373482,0.0373482,-0.0585119,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0240085,0.0153308,0,0,-0.0087841,-0.0751589,0,1,0,1,0,0,0,0,0,0,0,-0.59254,0,0,0,0,-76.4737,-20,10
0.178,0.36,0.5,0,-0.143884,0,-0.143884,-1.07337,-0.0211637,-0.307303,0.0373482,0.0373482,-0.0585119,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0240085,0.0154172,0,0,-0.0101284,-0.0850913,0,1,0,1,0,0,0,0,0,0,0,-0.660523,0,0,0,0,-79.0734,-20,10
0.183,0.36,0.5,0,-0.154384,0,-0.154384,-1.1247,-0.0241453,-0.305459,0.0373482,0.0373482,-0.0614935,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0252321,0.0155148,0,0,-0.0115637,-0.0954355,0,1,0,1,0,0,0,0,0,0,0,-0.729208,0,0,0,0,-82.0641,-20,10
0.188,0.36,0.5,0,-0.164884,0,-0.164884,-1.17346,-0.0241453,-0.305459,0.0373482,0.0373482,-0.0614935,2,0.01,0.0616672,-0.0253264,-0.0153264,0.410174,-0.01,0,0.0252321,0.0156115,0,0,-0.0130893,-0.106162,0,1,0,1,0,0,0,0,0,0,0,-0.798272,0,0,0,0,-84.4165,-20,10
