timestamp,com_height,hip_angle_rad,knee_angle_rad,hip_torque,knee_torque,hip_effort,knee_effort
16.5051,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.51,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.51,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5151,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5151,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5201,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5201,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5251,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5251,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5301,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5301,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5351,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5351,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5401,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5401,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5451,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5451,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5501,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5501,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5551,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5551,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5601,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5601,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5651,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5651,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5701,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5701,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5751,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5751,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5801,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5801,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5851,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5851,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5901,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5901,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5951,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.5951,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6001,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6001,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6051,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6051,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6101,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6101,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6151,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6151,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6201,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6201,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6251,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6251,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6301,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6301,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6351,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6351,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6401,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6401,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6451,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6451,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6501,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6501,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6551,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6551,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6601,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6601,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6651,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6651,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6701,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
16.6701,0.3,-0.301539,0.328833,-5.81825,0.78426,0,0
