timestamp,state,state_name,z,z_dot,gazebo_world_z,gazebo_world_z_dot,pitch,pitch_rate,acc_z,cmd_x,x,x_dot,touchdown_x_ref,hip_pos_left,knee_pos_left,hip_pos_right,knee_pos_right,hip_effort_left,knee_effort_left,hip_cmd_left,knee_cmd_left,hip_cmd_right,knee_cmd_right,actual_tau_hip_left,actual_tau_knee_left,actual_tau_hip_right,actual_tau_knee_right,hip_pos_cmd_left,knee_pos_cmd_left,hip_pos_cmd_right,knee_pos_cmd_right,tau_ff_hip,tau_ff_knee,F_z,F_z_request,F_z_limit,velocity_reached,wheels_airborne,airborne_confidence,target_takeoff_velocity,tau_body_hip,thrust_reaction_ff,flight_subphase,recovery_subphase,controller_mode,thrust_motion_elapsed,thrust_attitude_blocked,air_wheel_cmd_raw,left_wheel_vel,right_wheel_vel,attitude_arrest_stable_count,touchdown_phase,brake_ref,capture_state,target_x,x_error,cmd_target,hip_vel_left,knee_vel_left,hip_vel_right,knee_vel_right,hip_vel_cmd_left,knee_vel_cmd_left,hip_vel_cmd_right,knee_vel_cmd_right,wheel_clearance,contact_window,thrust_extension_scale,air_pd_horizon,air_pd_raw_hl,air_pd_raw_kl,air_pd_raw_hr,air_pd_raw_kr,air_pd_discrete_hl,air_pd_discrete_kl,air_pd_discrete_hr,air_pd_discrete_kr,jump_forward_speed,jump_takeoff_forward_speed,jump_pitch_ref,active_jump_pitch_ref,jump_takeoff_pitch_rate,active_jump_pitch_rate_ref,pre_jump_stable_timer,takeoff_forward_speed,air_wheel_baseline,gazebo_world_x_dot,gazebo_world_y_dot,landing_capture_vx,landing_capture_raw_offset,landing_capture_offset,landing_target_x,landing_capture_comp,landing_capture_omega,landing_forward_axis_x,landing_forward_axis_y,landing_capture_planned,flight_air_pitch_ref,flight_air_pitch_rate_ref,protective_deploy_duration,protective_deploy_rate_limited,takeoff_aligned,takeoff_sample_stamp,takeoff_clearance_left,takeoff_clearance_right,landing_wheel_ground_blend,ground_pd_horizon,ground_pd_hl,ground_pd_kl,ground_pd_hr,ground_pd_kr,world_velocity_valid,odom_twist_z,thrust_release_active,thrust_release_blend,catch_stable_time,com_world_z,com_world_vz,com_velocity_valid,com_sample_stamp,com_forward_from_axle,com_height_above_axle,com_lean,com_lean_rate,com_balance_valid,thrust_feedback_vz,ground_gravity_hl,ground_gravity_kl,ground_gravity_hr,ground_gravity_kr,hip_effort_limit,knee_effort_limit,thrust_force_before_budget,thrust_knee_pd_left,torso_force_ff,torso_feedback,torso_hip_command,torso_rate,torso_horizon,torso_imu_fresh,torso_imu_fy,torso_imu_fz,hip_common_before_allocation,hip_differential_torque,capture_com_velocity,capture_world_valid,capture_world_active,capture_world_target
0.022,0,BALANCE,0.397739,0,0.400942,0,-4.64373e-19,-1.44528e-17,0,0.381376,-0,7.80563e-29,0,1.9126e-28,-6.41187e-29,1.91179e-28,-6.41224e-29,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-1.11509e-27,-1.11509e-27,0,,0,0,0,0,0,9.10762e-27,-3.05328e-27,9.10378e-27,-3.05345e-27,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.02,-1,-1,0,0,0,0,0,0,0,-0.1519,0,0,0,0.322936,0,0,-1,-0.0221536,0.249733,-0.0884778,-1.44528e-17,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-8.16717e-16,0,0,0,0,0,0,0
0.026,0,BALANCE,0.397739,0,0.400942,0,-4.64373e-19,-1.44528e-17,0,0.381376,-0,7.80563e-29,0,1.9126e-28,-6.41187e-29,1.91179e-28,-6.41224e-29,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-1.11509e-27,-1.11509e-27,0,,0,0,0,0,0,9.10762e-27,-3.05328e-27,9.10378e-27,-3.05345e-27,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.02,-1,-1,0,0,0,0,0,0,0,-0.1519,0,0,0,0.322936,0,0,-1,-0.0221536,0.249733,-0.0884778,-1.44528e-17,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-8.16717e-16,0,0,0,0,0,0,0
0.031,0,BALANCE,0.397739,0,0.400942,0,-1.03643e-18,-2.23799e-17,0,0.381376,-0,7.80563e-29,0,1.9126e-28,-6.41187e-29,1.91179e-28,-6.41224e-29,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-1.11509e-27,-1.11509e-27,0,,0,0,0,0,0,9.10762e-27,-3.05328e-27,9.10378e-27,-3.05345e-27,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.02,-1,-1,0,0,0,0,0,0,0,-0.1519,0,0,0,0.322936,0,0,-1,-0.0221536,0.249733,-0.0884778,-2.23799e-17,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-8.04167e-16,0,0,0,0,0,0,0
0.04,0,BALANCE,0.397739,-0.226097,0.400942,0,-1.03643e-18,-2.23799e-17,0,0.381376,7.80562e-31,7.80563e-29,0,2.82336e-28,-9.46515e-29,2.82217e-28,-9.46569e-29,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-1.11509e-27,-1.11509e-27,0,,0,0,0,0,0,9.10762e-27,-3.05327e-27,9.10378e-27,-3.05344e-27,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.02,-1,-1,0,0,0,0,0,0,0,-0.1519,0,0,0,0.322936,0,0,-1,-0.0221536,0.249733,-0.0884778,-2.23799e-17,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-8.04167e-16,0,0,0,0,0,0,0
0.05,0,BALANCE,0.397251,-0.187082,0.397102,-0.192004,0.000642101,-0.00912669,1.9654,0.399515,1.40424e-13,2.34545e-13,0,6.11376e-13,0.00170201,6.12042e-13,0.00170201,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.18834e-11,-4.18825e-11,0,,0,0,0,0,0,1.36967e-11,1.06368e-10,1.37026e-11,1.06356e-10,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,1.56009e-09,-0.00982224,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.04,-1,-1,0,0,0,0,0,0,1,-0.134122,0,0,0,0.319165,-0.188554,1,0.04,-0.0222366,0.249394,-0.0889275,-0.00912669,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.438421,6.21184,0,0,-0.00786154,1,0,0
0.054,0,BALANCE,0.397259,-0.145755,0.397102,-0.192004,-5.03419e-05,-0.0191779,3.53762,0.433537,1.69881e-13,4.52425e-13,0,7.48326e-13,0.00170201,7.4905e-13,0.00170201,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.2258e-11,-4.22576e-11,0,,0,0,0,0,0,1.36934e-11,1.06358e-10,1.36993e-11,1.06346e-10,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,1.56009e-09,-0.00982224,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.04,-1,-1,0,0,0,0,0,0,1,-0.134122,0,0,0,0.319165,-0.188554,1,0.04,-0.0224093,0.249379,-0.0896199,-0.0191779,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.598767,8.49675,0,0,-0.00786154,1,0,0
0.059,0,BALANCE,0.397259,-0.145755,0.397102,-0.192004,-5.03419e-05,-0.0191779,3.53762,0.433537,1.69881e-13,4.52425e-13,0,7.48326e-13,0.00170201,7.4905e-13,0.00170201,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.2258e-11,-4.22576e-11,0,,0,0,0,0,0,1.36934e-11,1.06358e-10,1.36993e-11,1.06346e-10,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,1.56009e-09,-0.00982224,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.04,-1,-1,0,0,0,0,0,0,1,-0.134122,0,0,0,0.319165,-0.188554,1,0.04,-0.0224093,0.249379,-0.0896199,-0.0191779,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.598767,8.49675,0,0,-0.00786154,1,0,0
0.069,0,BALANCE,0.397268,-0.113485,0.396947,-0.00776867,-0.000896382,-0.0300344,4.79528,0.47127,1.99634e-13,6.55451e-13,0,8.85237e-13,0.00170201,8.8602e-13,0.00170201,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.27181e-11,-4.27177e-11,0,,0,0,0,0,0,1.36892e-11,1.06345e-10,1.36951e-11,1.06333e-10,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,1.45339e-11,-0.030558,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.06,-1,-1,0,0,0,0,0,0,1,-0.00863624,0,0,0,0.31915,-0.000724473,1,0.06,-0.0226203,0.24936,-0.0904659,-0.0300344,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.65662,9.33693,0,0,-0.0245681,1,0,0
0.073,0,BALANCE,0.397279,-0.0882834,0.396947,-0.00776867,-0.00189747,-0.0415993,5.80125,0.512467,2.29741e-13,8.45289e-13,0,1.0221e-12,0.00170201,1.02294e-12,0.00170201,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.32634e-11,-4.32629e-11,0,,0,0,0,0,0,1.36843e-11,1.0633e-10,1.36901e-11,1.06318e-10,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,1.45339e-11,-0.030558,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.06,-1,-1,0,0,0,0,0,0,1,-0.00863624,0,0,0,0.31915,-0.000724473,1,0.06,-0.0228699,0.249337,-0.091467,-0.0415993,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.676573,9.64555,0,0,-0.0245681,1,0,0
0.078,0,BALANCE,0.397279,-0.0882834,0.396947,-0.00776867,-0.00189747,-0.0415993,5.80125,0.512467,2.29741e-13,8.45289e-13,0,1.0221e-12,0.00170201,1.02294e-12,0.00170201,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.32634e-11,-4.32629e-11,0,,0,0,0,0,0,1.36843e-11,1.0633e-10,1.36901e-11,1.06318e-10,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,1.45339e-11,-0.030558,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.06,-1,-1,0,0,0,0,0,0,1,-0.00863624,0,0,0,0.31915,-0.000724473,1,0.06,-0.0228699,0.249337,-0.091467,-0.0415993,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.676573,9.64555,0,0,-0.0245681,1,0,0
0.083,0,BALANCE,0.397291,-0.0685961,0.396719,-0.0113697,-0.00305533,-0.0537937,6.60586,0.556932,2.60264e-13,1.02348e-12,0,1.15891e-12,0.00170201,1.15981e-12,0.00170201,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.38948e-11,-4.38948e-11,0,,0,0,0,0,0,1.36785e-11,1.06312e-10,1.36842e-11,1.063e-10,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,1.41924e-11,-0.0428593,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.08,-1,-1,0,0,0,0,0,0,1,-0.0121702,0,0,0,0.319121,-0.00146911,1,0.08,-0.0231586,0.24931,-0.0926249,-0.0537937,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.682387,9.75853,0,0,-0.0344721,1,0,0
0.092,0,BALANCE,0.397304,-0.0532128,0.396719,-0.0113697,-0.00437195,-0.0665549,7.24933,0.604519,2.91262e-13,1.19144e-12,0,1.29567e-12,0.00170201,1.29662e-12,0.00170201,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.4614e-11,-4.46137e-11,0,,0,0,0,0,0,1.3672e-11,1.06292e-10,1.36776e-11,1.0628e-10,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,1.41924e-11,-0.0428593,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.08,-1,-1,0,0,0,0,0,0,1,-0.0121702,0,0,0,0.319121,-0.00146911,1,0.08,-0.0234868,0.24928,-0.0939415,-0.0665549,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.6828,9.79943,0,0,-0.0344721,1,0,0
0.097,0,BALANCE,0.397304,-0.0532128,0.396719,-0.0113697,-0.00437195,-0.0665549,7.24933,0.604519,2.91262e-13,1.19144e-12,0,1.29567e-12,0.00170201,1.29662e-12,0.00170201,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.4614e-11,-4.46137e-11,0,,0,0,0,0,0,1.3672e-11,1.06292e-10,1.36776e-11,1.0628e-10,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,1.41924e-11,-0.0428593,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.08,-1,-1,0,0,0,0,0,0,1,-0.0121702,0,0,0,0.319121,-0.00146911,1,0.08,-0.0234868,0.24928,-0.0939415,-0.0665549,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.6828,9.79943,0,0,-0.0344721,1,0,0
0.102,0,BALANCE,0.397368,-0.0401064,0.396453,-0.0133079,-0.00595299,-0.0813827,7.76382,0.660324,3.20233e-13,1.3505e-12,0,1.32311e-12,0.00153181,1.324e-12,0.00153181,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.54202e-11,-4.54281e-11,0,,0,0,0,0,0,1.26603e-12,-0.0170201,1.2622e-12,-0.0170201,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,-1.3905e-10,-0.0552404,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.1,-1,-1,0,0,0,0,0,0,1,-0.012149,0,0,0,0.319108,-0.000633165,1,0.1,-0.0238569,0.249278,-0.0954133,-0.0704621,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.680524,9.81356,0,0,-0.0444589,1,0,0
0.107,0,BALANCE,0.397368,-0.0401064,0.396453,-0.0133079,-0.00595299,-0.0813827,7.76382,0.660324,3.20233e-13,1.3505e-12,0,1.32311e-12,0.00153181,1.324e-12,0.00153181,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.54202e-11,-4.54281e-11,0,,0,0,0,0,0,1.26603e-12,-0.0170201,1.2622e-12,-0.0170201,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,-1.3905e-10,-0.0552404,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.1,-1,-1,0,0,0,0,0,0,1,-0.012149,0,0,0,0.319108,-0.000633165,1,0.1,-0.0238569,0.249278,-0.0954133,-0.0704621,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.680524,9.81356,0,0,-0.0444589,1,0,0
0.116,0,BALANCE,0.397428,-0.0299709,0.396453,-0.0133079,-0.00768694,-0.0962981,8.17515,0.717901,3.52623e-13,1.50184e-12,0,1.33358e-12,0.00137863,1.33444e-12,0.00137863,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.63157e-11,-4.63227e-11,0,,0,0,0,0,0,1.11896e-12,-0.0153181,1.11554e-12,-0.0153181,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,-1.3905e-10,-0.0552404,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.1,-1,-1,0,0,0,0,0,0,1,-0.012149,0,0,0,0.319108,-0.000633165,1,0.1,-0.0242674,0.249268,-0.097049,-0.0864701,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.676972,9.81791,0,0,-0.0444589,1,0,0
0.121,0,BALANCE,0.397484,-0.0221458,0.396134,-0.0159663,-0.00957764,-0.111348,8.5039,0.777412,3.85647e-13,1.6466e-12,0,1.34351e-12,0.00124076,1.34434e-12,0.00124076,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.73015e-11,-4.7308e-11,0,,0,0,0,0,0,1.05688e-12,-0.0137863,1.05383e-12,-0.0137863,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,-2.47339e-10,-0.0680248,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.12,-1,-1,0,0,0,0,0,0,1,-0.0165213,0,0,0,0.319101,-0.000364707,1,0.12,-0.0247193,0.24925,-0.0988513,-0.102503,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.672802,9.81853,0,0,-0.0547896,1,0,0
0.126,0,BALANCE,0.397484,-0.0221458,0.396134,-0.0159663,-0.00957764,-0.111348,8.5039,0.777412,3.85647e-13,1.6466e-12,0,1.34351e-12,0.00124076,1.34434e-12,0.00124076,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.73015e-11,-4.7308e-11,0,,0,0,0,0,0,1.05688e-12,-0.0137863,1.05383e-12,-0.0137863,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,-2.47339e-10,-0.0680248,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.12,-1,-1,0,0,0,0,0,0,1,-0.0165213,0,0,0,0.319101,-0.000364707,1,0.12,-0.0247193,0.24925,-0.0988513,-0.102503,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.672802,9.81853,0,0,-0.0547896,1,0,0
0.131,0,BALANCE,0.397536,-0.0161178,0.396134,-0.0159663,-0.0116291,-0.126574,8.76653,0.839012,4.1937e-13,1.78582e-12,0,1.35291e-12,0.00111669,1.35371e-12,0.00111669,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.83795e-11,-4.83853e-11,0,,0,0,0,0,0,9.97605e-13,-0.0124076,9.94833e-13,-0.0124076,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,-2.47339e-10,-0.0680248,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.12,-1,-1,0,0,0,0,0,0,1,-0.0165213,0,0,0,0.319101,-0.000364707,1,0.12,-0.0252131,0.249225,-0.100823,-0.118614,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.668247,9.81762,0,0,-0.0547896,1,0,0
0.136,0,BALANCE,0.397536,-0.0161178,0.396134,-0.0159663,-0.0116291,-0.126574,8.76653,0.839012,4.1937e-13,1.78582e-12,0,1.35291e-12,0.00111669,1.35371e-12,0.00111669,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.83795e-11,-4.83853e-11,0,,0,0,0,0,0,9.97605e-13,-0.0124076,9.94833e-13,-0.0124076,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,-2.47339e-10,-0.0680248,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.12,-1,-1,0,0,0,0,0,0,1,-0.0165213,0,0,0,0.319101,-0.000364707,1,0.12,-0.0252131,0.249225,-0.100823,-0.118614,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.668247,9.81762,0,0,-0.0547896,1,0,0
0.145,0,BALANCE,0.397585,-0.0114878,0.395719,-0.02075,-0.0138456,-0.142015,8.97624,0.902848,4.53861e-13,1.92045e-12,0,1.36181e-12,0.00100502,1.36259e-12,0.00100502,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.95503e-11,-4.9556e-11,0,,0,0,0,0,0,9.41014e-13,-0.0111669,9.38437e-13,-0.0111669,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,-1.97657e-10,-0.0814346,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.14,-1,-1,0,0,0,0,0,0,1,-0.0208743,0,0,0,0.319062,-0.00191589,1,0.14,-0.0257498,0.249192,-0.102968,-0.134851,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.663383,9.81599,0,0,-0.0656435,1,0,0
0.15,0,BALANCE,0.397585,-0.0114878,0.395719,-0.02075,-0.0138456,-0.142015,8.97624,0.902848,4.53861e-13,1.92045e-12,0,1.36181e-12,0.00100502,1.36259e-12,0.00100502,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-4.95503e-11,-4.9556e-11,0,,0,0,0,0,0,9.41014e-13,-0.0111669,9.38437e-13,-0.0111669,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,-1.97657e-10,-0.0814346,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.14,-1,-1,0,0,0,0,0,0,1,-0.0208743,0,0,0,0.319062,-0.00191589,1,0.14,-0.0257498,0.249192,-0.102968,-0.134851,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.663383,9.81599,0,0,-0.0656435,1,0,0
0.155,0,BALANCE,0.397632,-0.00794605,0.395719,-0.02075,-0.0162315,-0.157708,9.14353,0.969063,4.89188e-13,2.0514e-12,0,1.37022e-12,0.000904517,1.37098e-12,0.000904517,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-5.08166e-11,-5.08213e-11,0,,0,0,0,0,0,8.86998e-13,-0.0100502,8.84615e-13,-0.0100502,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,-1.97657e-10,-0.0814346,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.14,-1,-1,0,0,0,0,0,0,1,-0.0208743,0,0,0,0.319062,-0.00191589,1,0.14,-0.0263303,0.249151,-0.105289,-0.151261,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.658229,9.81391,0,0,-0.0656435,1,0,0
0.16,0,BALANCE,0.397632,-0.00794605,0.395719,-0.02075,-0.0162315,-0.157708,9.14353,0.969063,4.89188e-13,2.0514e-12,0,1.37022e-12,0.000904517,1.37098e-12,0.000904517,0,0,0,0,0,0,0,0,0,0,0.258634,-0.406939,0.258634,-0.406939,1.88508,15.8757,171.675,0,0,0,0,0,1.98091,0,0,-1,-1,EFFORT,0,0,0,-5.08166e-11,-5.08213e-11,0,,0,0,0,0,0,8.86998e-13,-0.0100502,8.84615e-13,-0.0100502,0,0,0,0,0,0,1,0.025,0,0,0,0,0,0,0,0,0.5,0.5,0.113,0.038,0.45,0,0,0,0,-1.97657e-10,-0.0814346,0,0,0,0,0,0,1,0,0,0.038,0,0.24,0,0,0.14,-1,-1,0,0,0,0,0,0,1,-0.0208743,0,0,0,0.319062,-0.00191589,1,0.14,-0.0263303,0.249151,-0.105289,-0.151261,1,0,0,0,0,0,75,60,0,0,0,0,0,0,0.03,0,-0.658229,9.81391,0,0,-0.0656435,1,0,0
