time,hip_axle_height,base_link_height,height_rate,x,x_ref,x_error,x_dot,pitch,pitch_rate,theta_eq_nominal,theta_eq_adaptive,theta_error,experiment_mode,injected_com_y_bias,theta_eq_true,com_y_true,com_y_used,nominal_com_z,delta_y_true,delta_y_applied,delta_y_obs,filtered_delta_y_obs,delta_y_hat,delta_y_step,filtered_x_error,filtered_x_dot,correction_error,observation_valid,gate_open,adapt_enabled,adapt_update_paused,window_progress,window_position_range,cooldown_remaining,u_raw,u_model,tau_each
0.014,0.36,0.5,0,-0,0,-0,1.56112e-28,-1.16659e-19,-7.89719e-18,0.0592381,0.0592381,-0.0592381,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0243264,0.0243264,0,0,-0,1.56112e-28,0,1,0,1,0,0,0,0,-12.1727,-12.1727,6.08636
0.019,0.36,0.5,0,7.80561e-31,0,7.80561e-31,1.56112e-28,-1.16659e-19,-7.89719e-18,0.0592381,0.0592381,-0.0592381,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0243264,0.0243264,0,0,7.76671e-33,1.56112e-28,0,1,0,1,0,0,0,0,-12.1727,-12.1727,6.08636
0.024,0.36,0.5,0,1.56112e-30,0,1.56112e-30,1.56112e-28,-4.64384e-19,-1.49216e-17,0.0592381,0.0592381,-0.0592381,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0243264,0.0243264,0,0,2.32228e-32,1.56112e-28,0,1,0,1,0,0,0,0,-12.1727,-12.1727,6.08636
0.029,0.36,0.5,0,2.34168e-30,0,2.34168e-30,1.56112e-28,-4.64384e-19,-1.49216e-17,0.0592381,0.0592381,-0.0592381,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0243264,0.0243264,0,0,4.62919e-32,1.56112e-28,0,1,0,1,0,0,0,0,-12.1727,-12.1727,6.08636
0.033,0.36,0.5,0,3.12224e-30,0,3.12224e-30,1.56112e-28,-1.03644e-18,-2.48737e-17,0.0592381,0.0592381,-0.0592381,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0243264,0.0243264,0,0,7.08013e-32,1.56112e-28,0,1,0,1,0,0,0,0,-12.1727,-12.1727,6.08636
0.038,0.36,0.5,0,2.09916e-13,0,2.09916e-13,-1.90073e-12,-1.03644e-18,-2.48737e-17,0.0592381,0.0592381,-0.0592381,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0243264,0.0243264,0,0,2.0887e-15,-1.89126e-14,0,1,0,1,0,0,0,0,-12.1727,-12.1727,6.08636
0.043,0.36,0.5,0,1.39855e-13,0,1.39855e-13,-1.63069e-12,0.000642101,-0.0115605,0.0592381,0.0592381,-0.058596,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.024063,0.0243238,0,0,3.4595e-15,-3.495e-14,0,1,0,1,0,0,0,0,-12.6354,-12.6354,6.31771
0.048,0.36,0.5,0,1.52054e-13,0,1.52054e-13,-1.37353e-12,0.000642101,-0.0115605,0.0592381,0.0592381,-0.058596,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.024063,0.0243217,0,0,4.64352e-15,-4.56159e-14,0,1,0,1,0,0,0,0,-12.6354,-12.6354,6.31771
0.052,0.36,0.5,0,4.9021e-13,0,4.9021e-13,-3.19012e-12,0.0138583,0.473512,0.0592381,0.0592381,-0.0453798,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0186417,0.0242652,0,0,9.47498e-15,-7.69042e-14,0,1,0,1,0,0,0,0,15.0318,15.0318,-7.51591
0.057,0.36,0.5,0,-0.000304256,0,-0.000304256,-0.00441555,0.0138583,0.473512,0.0592381,0.0592381,-0.0453798,2,0.001,0.0616672,-0.0253264,-0.0243264,0.410174,-0.001,0,0.0186417,0.0242092,0,0,-3.0274e-06,-4.39354e-05,0,1,0,1,0,0,0,0,14.8228,14.8228,-7.41139
